id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G2_0375,通过,1.0,2760.562,F,G1_0237,G1_0364,,
G2_0376,通过,1.0,2891.76,F,G1_0267,G1_0080,,
G2_0377,通过,1.0,2907.82,M,G1_0406,G1_0430,,
G2_0378,通过,1.0,2815.852,M,G1_0034,G1_0130,,
G2_0379,通过,1.0,2809.192,M,G1_0158,G1_0456,,
G2_0380,通过,1.0,2671.023,M,G1_0034,G1_0130,,
G2_0381,通过,1.0,2978.401,M,G1_0248,G1_0321,,
G2_0382,通过,1.0,2947.754,F,G1_0267,G1_0109,,
G2_0383,通过,1.0,3725.599,M,G1_0163,G1_0242,,
G2_0384,通过,1.0,3033.917,M,G1_0163,G1_0263,,
G2_0385,通过,1.0,3438.866,F,G1_0036,G1_0404,,
G2_0386,通过,1.0,3232.078,F,G1_0287,G1_0305,,
G2_0387,通过,1.0,2741.501,F,G1_0246,G1_0502,,
G2_0388,通过,1.0,3201.132,M,G1_0313,G1_0176,,
G2_0389,通过,1.0,2828.326,F,G1_0467,G1_0067,,
G2_0390,通过,1.0,3014.04,M,G1_0406,G1_0430,,
G2_0391,通过,1.0,3289.099,M,G1_0424,G1_0350,,
G2_0392,通过,1.0,3191.95,M,G1_0010,G1_0138,,
G2_0393,通过,1.0,3361.748,F,G1_0358,G1_0021,,
G2_0394,通过,1.0,3146.78,M,G1_0158,G1_0456,,
G2_0395,拦截,0.68,2395.936,F,G1_0433,G1_0175,LOW_CALL_RATE,基因型检出率 0.680 < 阈值 0.90
G2_0396,通过,1.0,2704.516,M,G1_0036,G1_0360,,
G2_0397,通过,1.0,3059.893,M,G1_0433,G1_0078,,
G2_0398,通过,1.0,3123.144,M,G1_0407,G1_0345,,
G2_0399,通过,1.0,2945.139,F,G1_0326,G1_0300,,
G2_0400,通过,1.0,2931.695,M,G1_0085,G1_0162,,
G2_0401,通过,1.0,2979.246,F,G1_0158,G1_0456,,
G2_0402,通过,1.0,3195.54,M,G1_0433,G1_0175,,
G2_0403,通过,1.0,3118.1,F,G1_0202,G1_0385,,
G2_0404,通过,1.0,2955.952,F,G1_0200,G1_0206,,
G2_0405,通过,1.0,3020.179,F,G1_0407,G1_0345,,
G2_0406,通过,1.0,3140.089,F,G1_0409,G1_0480,,
G2_0407,通过,1.0,3113.836,F,G1_0326,G1_0300,,
G2_0408,通过,1.0,3207.653,F,G1_0010,G1_0138,,
G2_0409,通过,1.0,2626.902,M,G1_0287,G1_0305,,
G2_0410,通过,1.0,3506.922,M,G1_0287,G1_0505,,
G2_0411,通过,1.0,3141.314,M,G1_0200,G1_0519,,
G2_0412,通过,1.0,3166.404,F,G1_0034,G1_0091,,
G2_0413,通过,1.0,3137.193,F,G1_0202,G1_0268,,
G2_0414,通过,1.0,3029.689,M,G1_0178,G1_0390,,
G2_0415,通过,1.0,2967.439,M,G1_0036,G1_0404,,
G2_0416,通过,1.0,3594.505,F,G1_0178,G1_0135,,
G2_0417,通过,1.0,3135.01,M,G1_0085,G1_0162,,
G2_0418,通过,1.0,2618.161,F,G1_0237,G1_0309,,
G2_0419,通过,1.0,3003.426,F,G1_0183,G1_0398,,
G2_0420,通过,1.0,3184.875,F,G1_0521,G1_0495,,
G2_0421,通过,1.0,2927.966,F,G1_0170,G1_0373,,
G2_0422,通过,1.0,2747.239,F,G1_0170,G1_0075,,
G2_0423,拦截,0.8,2724.363,M,G1_0183,G1_0398,LOW_CALL_RATE,基因型检出率 0.800 < 阈值 0.90
G2_0424,通过,1.0,2841.253,F,G1_0424,G1_0441,,
G2_0425,通过,1.0,2617.888,M,G1_0424,G1_0441,,
G2_0426,通过,1.0,2478.647,M,G1_0248,G1_0447,,
G2_0427,通过,1.0,2713.443,M,G1_0267,G1_0080,,
G2_0428,通过,1.0,2921.377,M,G1_0085,G1_0013,,
G2_0429,通过,1.0,3274.479,F,G1_0010,G1_0138,,
G2_0430,通过,1.0,3295.969,F,G1_0202,G1_0385,,
G2_0431,通过,1.0,3487.1,M,G1_0036,G1_0360,,
G2_0432,通过,1.0,3041.177,M,G1_0178,G1_0135,,
G2_0433,通过,1.0,3128.89,M,G1_0246,G1_0222,,
G2_0434,通过,1.0,3243.79,F,G1_0085,G1_0162,,
G2_0435,通过,1.0,2995.931,M,G1_0103,G1_0198,,
G2_0436,通过,1.0,3055.097,F,G1_0178,G1_0135,,
G2_0437,通过,1.0,3401.486,M,G1_0248,G1_0321,,
G2_0438,通过,1.0,3157.633,M,G1_0285,G1_0003,,
G2_0439,通过,1.0,3362.831,F,G1_0152,G1_0171,,
G2_0440,通过,1.0,3590.058,F,G1_0424,G1_0350,,
G2_0441,通过,1.0,2662.138,M,G1_0287,G1_0305,,
G2_0442,通过,1.0,3274.691,F,G1_0183,G1_0132,,
G2_0443,通过,1.0,3431.0,M,G1_0358,G1_0021,,
G2_0444,通过,1.0,2978.744,F,G1_0361,G1_0371,,
G2_0445,通过,1.0,3266.024,M,G1_0036,G1_0360,,
G2_0446,通过,1.0,2805.153,F,G1_0011,G1_0189,,
G2_0447,通过,1.0,2790.543,F,G1_0085,G1_0162,,
G2_0448,通过,1.0,3088.437,M,G1_0246,G1_0222,,
G2_0449,通过,1.0,3170.183,M,G1_0521,G1_0495,,
G2_0450,拦截,0.03,2874.645,F,G1_0202,G1_0268,LOW_CALL_RATE,基因型检出率 0.030 < 阈值 0.90
G2_0451,通过,1.0,2756.298,F,G1_0170,G1_0373,,
G2_0452,通过,1.0,2964.809,M,G1_0433,G1_0078,,
G2_0453,通过,1.0,3532.746,M,G1_0267,G1_0080,,
G2_0454,通过,1.0,2986.3,F,G1_0285,G1_0468,,
G2_0455,通过,1.0,3153.374,F,G1_0313,G1_0342,,
G2_0456,通过,1.0,3282.75,F,G1_0034,G1_0091,,
G2_0457,通过,1.0,3268.204,M,G1_0010,G1_0239,,
G2_0458,通过,1.0,2665.326,M,G1_0170,G1_0075,,
G2_0459,通过,1.0,2763.824,M,G1_0521,G1_0495,,
G2_0460,通过,1.0,3278.774,F,G1_0170,G1_0075,,
G2_0461,通过,1.0,3437.022,F,G1_0085,G1_0013,,
G2_0462,通过,1.0,2829.233,M,G1_0036,G1_0404,,
G2_0463,通过,1.0,2955.089,M,G1_0409,G1_0179,,
G2_0464,通过,1.0,3177.023,M,G1_0010,G1_0239,,
G2_0465,通过,1.0,2964.185,M,G1_0202,G1_0385,,
G2_0466,通过,1.0,3162.42,M,G1_0248,G1_0321,,
G2_0467,通过,1.0,3348.352,F,G1_0170,G1_0075,,
G2_0468,通过,1.0,3000.181,M,G1_0406,G1_0430,,
G2_0469,通过,1.0,3337.992,F,G1_0036,G1_0360,,
G2_0470,通过,1.0,3261.4,M,G1_0163,G1_0242,,
G2_0471,通过,1.0,3177.228,F,G1_0140,G1_0455,,
G2_0472,通过,1.0,3388.888,M,G1_0467,G1_0067,,
G2_0473,通过,1.0,2913.783,M,G1_0467,G1_0067,,
G2_0474,通过,1.0,3153.479,M,G1_0010,G1_0138,,
G2_0475,通过,1.0,3007.385,M,G1_0085,G1_0013,,
G2_0476,通过,1.0,3346.097,M,G1_0237,G1_0364,,
G2_0477,拦截,1.0,2.969,M,G1_0433,G1_0078,PHENO_UNIT,"bw42_g=2.969 超界 [800,6000]；×1000 后 = 2969 落入正常范围，疑似 kg 误录为 g"
G2_0478,通过,1.0,2733.733,M,G1_0521,G1_0495,,
G2_0479,通过,1.0,3174.724,F,G1_0326,G1_0332,,
G2_0480,通过,1.0,3050.498,F,G1_0152,G1_0171,,
G2_0481,通过,1.0,2827.424,M,G1_0467,G1_0203,,
G2_0482,通过,1.0,2677.1,F,G1_0237,G1_0364,,
G2_0483,通过,1.0,3381.475,F,G1_0384,G1_0295,,
G1_0397,拦截,1.0,2752.318,M,G0_0576,G0_1365,DUP_ID|DUP_GENO_REF,ID G1_0397 已存在于参考群登记，疑似同一个体重复送检；与参考群个体 G1_0397 基因型一致率 1.0000 ≥ 0.995，疑似同一样本/串样
G2_0484,通过,1.0,2593.668,M,G1_0205,G1_0015,,
G2_0485,通过,1.0,3178.646,F,G1_0103,G1_0415,,
G2_0486,通过,1.0,2875.773,F,G1_0313,G1_0176,,
G2_0487,通过,1.0,2671.219,F,G1_0090,G1_0473,,
G2_0488,拦截,0.62,3136.765,F,G1_0103,G1_0198,LOW_CALL_RATE,基因型检出率 0.620 < 阈值 0.90
G2_0489,通过,1.0,2915.354,F,G1_0200,G1_0519,,
G2_0490,通过,1.0,3266.42,M,G1_0285,G1_0003,,
G2_0491,通过,1.0,3322.76,F,G1_0140,G1_0462,,
G2_0492,通过,1.0,2993.971,M,G1_0158,G1_0456,,
G2_0493,通过,1.0,3066.483,F,G1_0152,G1_0417,,
G2_0494,拦截,1.0,2691.841,M,G1_0152,G1_0239,DUP_GENO_REF|PED_MENDEL,与登记父本 G1_0152 对立纯合率 7.60%（5000 个可比位点）> 阈值 1%；与登记母本 G1_0239 对立纯合率 5.70%（5000 个可比位点）> 阈值 1%；与参考群个体 G0_0927 基因型一致率 0.9984 ≥ 0.995，疑似同一样本/串样
G2_0495,通过,1.0,2570.36,F,G1_0170,G1_0373,,
G2_0496,通过,1.0,3071.411,M,G1_0202,G1_0268,,
G2_0497,通过,1.0,2992.664,F,G1_0409,G1_0179,,
G2_0498,通过,1.0,2955.047,F,G1_0287,G1_0505,,
G2_0499,通过,1.0,3001.365,F,G1_0409,G1_0480,,
G2_0500,通过,1.0,2931.421,M,G1_0140,G1_0455,,
G2_0501,通过,1.0,2906.659,F,G1_0285,G1_0468,,
G2_0502,通过,1.0,2917.765,M,G1_0158,G1_0324,,
G2_0503,通过,1.0,2831.363,M,G1_0090,G1_0497,,
G2_0504,通过,1.0,2915.704,F,G1_0183,G1_0132,,
G2_0505,通过,1.0,3044.824,F,G1_0409,G1_0179,,
G2_0506,通过,1.0,3011.511,F,G1_0246,G1_0222,,
G2_0507,通过,1.0,2879.82,M,G1_0285,G1_0468,,
G2_0508,通过,1.0,3662.274,F,G1_0358,G1_0021,,
G2_0509,通过,1.0,3466.061,M,G1_0467,G1_0067,,
G2_0510,通过,1.0,3060.167,M,G1_0326,G1_0300,,
G2_0511,通过,1.0,3434.572,F,G1_0433,G1_0175,,
G2_0512,通过,1.0,2964.61,F,G1_0313,G1_0342,,
G2_0513,通过,1.0,2824.913,M,G1_0170,G1_0373,,
G2_0514,通过,1.0,3317.142,F,G1_0267,G1_0109,,
G2_0515,通过,1.0,3006.894,M,G1_0285,G1_0003,,
G2_0516,通过,1.0,3245.664,M,G1_0170,G1_0075,,
G2_0517,通过,1.0,3106.971,M,G1_0285,G1_0003,,
G2_0518,通过,1.0,3357.134,M,G1_0287,G1_0305,,
G2_0519,通过,1.0,2892.529,F,G1_0170,G1_0373,,
G2_0520,通过,1.0,2847.119,M,G1_0034,G1_0130,,
G2_0521,通过,1.0,2769.568,M,G1_0011,G1_0068,,
G2_0522,通过,1.0,3410.713,M,G1_0011,G1_0068,,
G2_0523,通过,1.0,2837.083,F,G1_0467,G1_0067,,
G2_0524,通过,1.0,2802.87,F,G1_0200,G1_0206,,
G2_0525,通过,1.0,3321.171,F,G1_0326,G1_0332,,
G2_0526,通过,1.0,3171.063,F,G1_0205,G1_0015,,
G2_0527,通过,1.0,3565.526,F,G1_0140,G1_0462,,
G2_0528,通过,1.0,3227.596,F,G1_0085,G1_0162,,
G2_0529,通过,1.0,2988.311,F,G1_0090,G1_0497,,
G2_0530,通过,1.0,3303.708,M,G1_0163,G1_0242,,
