idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
346,G2_0371,F,G1_0183,G1_0398,88.842,18.8,-,-
317,G2_0341,F,G1_0313,G1_0342,88.808,18.6,-,-
266,G2_0288,F,G1_0409,G1_0480,88.419,18.4,-,-
73,G2_0080,M,G1_0085,G1_0162,87.944,18.2,-,-
12,G2_0014,F,G1_0202,G1_0268,87.852,18.0,-,-
10,G2_0012,M,G1_0205,G1_0015,87.564,17.8,-,携带
206,G2_0223,F,G1_0103,G1_0415,87.425,17.6,-,-
473,G2_0504,F,G1_0183,G1_0132,87.377,17.4,-,-
490,G2_0521,M,G1_0011,G1_0068,86.417,17.2,-,-
343,G2_0368,F,G1_0361,G1_0387,85.134,17.0,-,-
395,G2_0421,F,G1_0170,G1_0373,84.267,16.8,-,-
217,G2_0237,M,G1_0085,G1_0162,83.015,16.6,-,-
26,G2_0028,M,G1_0163,G1_0242,82.283,16.4,-,-
476,G2_0507,M,G1_0285,G1_0468,82.263,16.2,携带,-
118,G2_0129,F,G1_0406,G1_0430,80.643,16.0,-,携带
284,G2_0307,F,G1_0085,G1_0013,80.12,15.8,-,-
107,G2_0117,M,G1_0521,G1_0062,79.517,15.6,-,携带
131,G2_0143,F,G1_0170,G1_0373,78.885,15.4,-,-
381,G2_0407,F,G1_0326,G1_0300,77.981,15.2,-,-
437,G2_0465,M,G1_0202,G1_0385,77.737,15.0,-,-
197,G2_0213,F,G1_0409,G1_0480,77.623,14.8,-,-
189,G2_0204,F,G1_0248,G1_0321,77.336,14.6,-,-
452,G2_0481,M,G1_0467,G1_0203,77.293,14.4,-,-
489,G2_0520,M,G1_0034,G1_0130,76.775,14.2,-,-
184,G2_0199,F,G1_0407,G1_0319,76.261,14.0,-,-
411,G2_0438,M,G1_0285,G1_0003,75.227,13.8,携带,-
139,G2_0151,M,G1_0313,G1_0176,74.204,13.6,-,-
164,G2_0176,M,G1_0090,G1_0473,73.17,13.4,-,-
342,G2_0367,M,G1_0361,G1_0371,71.786,13.2,-,-
53,G2_0057,M,G1_0409,G1_0480,70.83,13.0,-,-
235,G2_0256,M,G1_0433,G1_0078,70.769,12.8,-,-
386,G2_0412,F,G1_0034,G1_0091,70.284,12.6,携带,-
421,G2_0448,M,G1_0246,G1_0222,68.428,12.4,-,-
253,G2_0274,M,G1_0267,G1_0080,67.157,12.2,-,-
354,G2_0379,M,G1_0158,G1_0456,65.592,12.0,-,-
299,G2_0322,M,G1_0433,G1_0078,63.665,11.8,-,-
136,G2_0148,F,G1_0152,G1_0417,63.101,11.6,-,-
280,G2_0303,M,G1_0287,G1_0305,62.887,11.4,-,-
340,G2_0365,F,G1_0202,G1_0385,60.844,11.2,-,-
277,G2_0300,F,G1_0246,G1_0222,56.102,11.0,-,-
408,G2_0435,M,G1_0103,G1_0198,56.096,10.8,-,-
250,G2_0271,F,G1_0407,G1_0319,55.865,10.6,携带,-
400,G2_0427,M,G1_0267,G1_0080,55.412,10.4,携带,-
414,G2_0441,M,G1_0287,G1_0305,55.058,10.2,-,-
223,G2_0243,M,G1_0158,G1_0456,54.288,10.0,-,-
11,G2_0013,F,G1_0200,G1_0519,54.212,9.8,携带,-
457,G2_0486,F,G1_0313,G1_0176,51.716,9.6,-,-
36,G2_0039,F,G1_0010,G1_0239,50.458,9.4,-,-
482,G2_0513,M,G1_0170,G1_0373,49.048,9.2,-,-
153,G2_0165,M,G1_0170,G1_0075,49.005,9.0,-,-
208,G2_0226,M,G1_0205,G1_0015,47.784,8.8,-,-
234,G2_0255,F,G1_0285,G1_0468,46.473,8.6,携带,-
231,G2_0252,F,G1_0090,G1_0497,45.874,8.4,-,-
120,G2_0131,M,G1_0424,G1_0441,44.801,8.2,-,-
383,G2_0409,M,G1_0287,G1_0305,44.577,8.0,-,-
239,G2_0260,F,G1_0200,G1_0206,43.582,7.8,携带,-
276,G2_0299,F,G1_0467,G1_0067,42.243,7.6,-,-
279,G2_0302,F,G1_0424,G1_0441,42.228,7.4,-,-
226,G2_0246,M,G1_0285,G1_0003,41.642,7.2,携带,-
273,G2_0296,F,G1_0237,G1_0309,40.311,7.0,-,-
260,G2_0282,F,G1_0085,G1_0013,40.282,6.8,-,-
198,G2_0215,M,G1_0285,G1_0003,39.614,6.6,携带,-
246,G2_0267,M,G1_0424,G1_0441,38.229,6.4,-,携带
255,G2_0276,F,G1_0407,G1_0319,38.171,6.2,携带,-
221,G2_0241,F,G1_0285,G1_0003,37.969,6.0,携带,-
301,G2_0324,M,G1_0103,G1_0198,37.135,5.8,-,-
30,G2_0033,M,G1_0287,G1_0305,37.039,5.6,-,-
237,G2_0258,F,G1_0521,G1_0495,35.055,5.4,-,-
492,G2_0523,F,G1_0467,G1_0067,31.166,5.2,-,-
60,G2_0064,F,G1_0407,G1_0319,28.287,5.0,-,-
195,G2_0211,F,G1_0248,G1_0321,26.521,4.8,携带,-
271,G2_0294,F,G1_0103,G1_0198,22.55,4.6,-,-
464,G2_0495,F,G1_0170,G1_0373,18.174,4.4,-,-
449,G2_0478,M,G1_0521,G1_0495,14.358,4.2,-,携带
259,G2_0281,M,G1_0170,G1_0075,14.312,4.0,-,-
430,G2_0458,M,G1_0170,G1_0075,13.207,3.8,携带,-
129,G2_0140,F,G1_0140,G1_0455,9.804,3.6,-,-
34,G2_0037,M,G1_0200,G1_0519,7.411,3.4,携带,-
162,G2_0174,M,G1_0409,G1_0480,2.517,3.2,-,-
493,G2_0524,F,G1_0200,G1_0206,2.208,3.0,携带,-
401,G2_0428,M,G1_0085,G1_0013,-3.745,2.8,-,-
453,G2_0482,F,G1_0237,G1_0364,-4.779,2.6,-,-
315,G2_0338,M,G1_0467,G1_0203,-6.985,2.4,-,-
364,G2_0389,F,G1_0467,G1_0067,-11.147,2.2,-,-
378,G2_0404,F,G1_0200,G1_0206,-11.182,2.0,携带,-
183,G2_0198,F,G1_0183,G1_0132,-11.569,1.8,-,-
295,G2_0318,F,G1_0200,G1_0519,-14.325,1.6,携带,-
398,G2_0425,M,G1_0424,G1_0441,-16.574,1.4,-,携带
399,G2_0426,M,G1_0248,G1_0447,-17.89,1.2,-,-
484,G2_0515,M,G1_0285,G1_0003,-25.873,1.0,携带,-
350,G2_0375,F,G1_0237,G1_0364,-27.548,0.8,-,-
392,G2_0418,F,G1_0237,G1_0309,-58.094,0.6,-,-
40,G2_0043,F,G1_0313,G1_0176,-66.564,0.4,-,-
110,G2_0120,F,G1_0200,G1_0519,-83.741,0.2,携带,-
