id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G0_0607,拦截,1.0,2926.512,M,,,DUP_ID|DUP_GENO_REF,ID G0_0607 已存在于参考群登记，疑似同一个体重复送检；与参考群个体 G0_0607 基因型一致率 1.0000 ≥ 0.995，疑似同一样本/串样
G1_0385,通过,1.0,2986.402,F,G0_0167,G0_1526,,
G1_0386,通过,1.0,3148.612,M,G0_0473,G0_1406,,
G1_0387,通过,1.0,3366.105,F,G0_0826,G0_1420,,
G1_0388,通过,1.0,2969.155,M,G0_1978,G0_0285,,
G1_0389,通过,1.0,2823.855,F,G0_0166,G0_1167,,
G1_0390,通过,1.0,3354.951,F,G0_0473,G0_0839,,
G1_0391,通过,1.0,2560.319,M,G0_1419,G0_1533,,
G1_0392,通过,1.0,2666.857,F,G0_0167,G0_1320,,
G1_0393,通过,1.0,2712.819,F,G0_0766,G0_1491,,
G1_0394,通过,1.0,2804.054,M,G0_1923,G0_1966,,
G1_0395,通过,1.0,3337.866,M,G0_0596,G0_1438,,
G1_0396,拦截,0.55,3179.577,F,G0_0914,G0_0108,LOW_CALL_RATE,基因型检出率 0.550 < 阈值 0.90
G1_0397,通过,1.0,2751.503,M,G0_0576,G0_1365,,
G1_0398,通过,1.0,2993.87,F,G0_0304,G0_1375,,
G1_0399,通过,1.0,3044.838,F,G0_1419,G0_1991,,
G1_0400,通过,1.0,2767.049,M,G0_1387,G0_0950,,
G1_0401,通过,1.0,3164.792,F,G0_0766,G0_0557,,
G1_0402,通过,1.0,2746.167,M,G0_0332,G0_1415,,
G1_0403,通过,1.0,2945.795,M,G0_0167,G0_1271,,
G1_0404,通过,1.0,3047.18,F,G0_1051,G0_0216,,
G1_0405,通过,1.0,2923.835,M,G0_0332,G0_1333,,
G1_0406,通过,1.0,3311.769,M,G0_1464,G0_1967,,
G1_0407,通过,1.0,2863.339,M,G0_0596,G0_1438,,
G1_0408,通过,1.0,2870.197,F,G0_0628,G0_1433,,
G1_0409,通过,1.0,3160.653,M,G0_1150,G0_1800,,
G1_0410,通过,1.0,3310.75,F,G0_1614,G0_0574,,
G1_0411,通过,1.0,3064.221,F,G0_0993,G0_0870,,
G1_0412,通过,1.0,2795.741,M,G0_1597,G0_0293,,
G1_0413,通过,1.0,2546.301,M,G0_0993,G0_1016,,
G1_0414,通过,1.0,2609.79,M,G0_1978,G0_0285,,
G1_0415,通过,1.0,3201.475,F,G0_1464,G0_1182,,
G1_0416,通过,1.0,3025.748,M,G0_1597,G0_1180,,
G1_0417,通过,1.0,3383.992,F,G0_1157,G0_1519,,
G1_0418,通过,1.0,2841.288,M,G0_0235,G0_1963,,
G1_0419,通过,1.0,2886.776,F,G0_1978,G0_0285,,
G1_0420,通过,1.0,2633.826,M,G0_0766,G0_1088,,
G1_0421,通过,1.0,2764.913,M,G0_0826,G0_1420,,
G1_0422,通过,1.0,2949.133,M,G0_0342,G0_0370,,
G1_0423,通过,1.0,3177.743,M,G0_1061,G0_0113,,
G1_0424,通过,1.0,3028.233,M,G0_1683,G0_0189,,
G1_0425,通过,1.0,2726.822,F,G0_0304,G0_1181,,
G1_0426,通过,1.0,2725.24,M,G0_0841,G0_0093,,
G1_0427,通过,1.0,3065.201,M,G0_1464,G0_1182,,
G1_0428,拦截,1.0,2.851,F,G0_1315,G0_1305,PHENO_UNIT,"bw42_g=2.851 超界 [800,6000]；×1000 后 = 2851 落入正常范围，疑似 kg 误录为 g"
G1_0429,通过,1.0,2960.637,F,G0_0166,G0_1096,,
G1_0430,通过,1.0,3151.934,F,G0_0198,G0_0989,,
G1_0431,通过,1.0,2685.91,F,G0_1464,G0_1967,,
G1_0432,通过,1.0,2792.11,M,G0_0304,G0_1375,,
G1_0433,通过,1.0,3373.768,M,G0_1464,G0_1897,,
G1_0434,通过,1.0,2763.137,F,G0_0120,G0_0282,,
G1_0435,通过,1.0,2980.619,M,G0_1978,G0_1995,,
G1_0436,通过,1.0,2728.554,F,G0_0826,G0_1420,,
G1_0437,通过,1.0,3135.157,F,G0_0166,G0_0355,,
G1_0438,通过,1.0,3137.524,F,G0_0332,G0_0277,,
G1_0439,通过,1.0,2442.268,M,G0_1318,G0_1909,,
G1_0440,通过,1.0,3347.265,M,G0_0473,G0_0579,,
G1_0441,通过,1.0,2879.747,F,G0_0120,G0_0116,,
G1_0442,通过,1.0,2607.643,F,G0_1923,G0_1316,,
G1_0443,通过,1.0,3020.835,M,G0_1318,G0_1643,,
G1_0444,拦截,1.0,2601.044,M,G0_0296,G0_0722,DUP_GENO_REF|PED_MENDEL,与登记父本 G0_0296 对立纯合率 7.74%（5000 个可比位点）> 阈值 1%；与登记母本 G0_0722 对立纯合率 6.08%（5000 个可比位点）> 阈值 1%；与参考群个体 G0_0023 基因型一致率 0.9984 ≥ 0.995，疑似同一样本/串样
G1_0445,通过,1.0,2852.692,F,G0_1318,G0_1098,,
G1_0446,拦截,0.76,2749.401,F,G0_0473,G0_0839,LOW_CALL_RATE,基因型检出率 0.760 < 阈值 0.90
G1_0447,通过,1.0,2735.364,F,G0_1510,G0_1364,,
G1_0448,通过,1.0,2604.669,F,G0_0846,G0_0384,,
G1_0449,通过,1.0,2907.633,F,G0_0166,G0_0135,,
G1_0450,拦截,0.03,3167.215,F,G0_0766,G0_0567,LOW_CALL_RATE,基因型检出率 0.030 < 阈值 0.90
G1_0451,通过,1.0,2853.32,F,G0_0596,G0_0761,,
G1_0452,通过,1.0,3260.992,F,G0_0596,G0_0364,,
G1_0453,通过,1.0,2871.485,F,G0_0610,G0_1056,,
G1_0454,通过,1.0,2736.11,M,G0_1051,G0_0216,,
G1_0455,通过,1.0,3032.226,F,G0_0523,G0_0284,,
G1_0456,通过,1.0,3003.985,F,G0_0473,G0_1406,,
G1_0457,拦截,0.45,2732.375,F,G0_0167,G0_1320,LOW_CALL_RATE,基因型检出率 0.450 < 阈值 0.90
G1_0458,通过,1.0,3161.736,M,G0_0166,G0_1167,,
G1_0459,通过,1.0,3245.41,F,G0_1597,G0_1949,,
G1_0460,通过,1.0,2971.073,M,G0_1597,G0_1892,,
G1_0461,通过,1.0,2596.99,M,G0_0993,G0_0838,,
G1_0462,通过,1.0,3173.907,F,G0_0841,G0_0933,,
G1_0463,通过,1.0,3068.565,M,G0_0576,G0_1888,,
G1_0464,通过,1.0,2861.353,M,G0_0235,G0_1963,,
G1_0465,通过,1.0,3003.278,M,G0_0342,G0_0580,,
G1_0466,拦截,1.0,3.312,M,G0_1464,G0_1967,PHENO_UNIT,"bw42_g=3.312 超界 [800,6000]；×1000 后 = 3312 落入正常范围，疑似 kg 误录为 g"
G1_0467,通过,1.0,2738.232,M,G0_0517,G0_0270,,
G1_0468,通过,1.0,3385.216,F,G0_1387,G0_0999,,
G1_0469,通过,1.0,2793.188,F,G0_0167,G0_1320,,
G1_0470,拦截,0.72,2493.738,F,G0_0304,G0_1585,LOW_CALL_RATE,基因型检出率 0.720 < 阈值 0.90
G1_0471,拦截,0.85,2809.345,F,G0_0832,G0_1266,LOW_CALL_RATE,基因型检出率 0.850 < 阈值 0.90
G1_0472,通过,1.0,2815.547,M,G0_0304,G0_0209,,
G1_0473,通过,1.0,2918.823,F,G0_1510,G0_0661,,
G1_0474,通过,1.0,2745.205,F,G0_0332,G0_1333,,
G1_0475,通过,1.0,2889.698,F,G0_0993,G0_0870,,
G1_0476,通过,1.0,2619.275,M,G0_0304,G0_1856,,
G1_0477,通过,1.0,2832.529,M,G0_0473,G0_0440,,
G1_0478,通过,1.0,2823.45,F,G0_1356,G0_0996,,
G1_0479,通过,1.0,2865.531,F,G0_1614,G0_1276,,
G1_0480,通过,1.0,2957.912,F,G0_1419,G0_0379,,
G1_0481,通过,1.0,3062.544,M,G0_0846,G0_0263,,
G1_0482,通过,1.0,2911.169,F,G0_0826,G0_1731,,
G1_0483,通过,1.0,3174.064,M,G0_1683,G0_0386,,
G1_0484,通过,1.0,2363.958,F,G0_1510,G0_1595,,
G1_0485,通过,1.0,2713.65,M,G0_1419,G0_0379,,
G1_0486,拦截,0.68,2860.914,M,G0_0993,G0_0051,LOW_CALL_RATE,基因型检出率 0.680 < 阈值 0.90
G1_0487,通过,1.0,2652.765,M,G0_1978,G0_1860,,
G1_0488,通过,1.0,2949.053,M,G0_0332,G0_1415,,
G1_0489,通过,1.0,2661.264,M,G0_0846,G0_0663,,
G1_0490,通过,1.0,2896.046,F,G0_0914,G0_0108,,
G1_0491,拦截,0.62,3063.708,F,G0_1157,G0_1686,LOW_CALL_RATE,基因型检出率 0.620 < 阈值 0.90
G1_0492,通过,1.0,2697.072,M,G0_1314,G0_1532,,
G1_0493,通过,1.0,2506.01,M,G0_0628,G0_0331,,
G1_0494,通过,1.0,2692.5,M,G0_0235,G0_0073,,
G1_0495,通过,1.0,3096.198,F,G0_0841,G0_0248,,
G1_0496,通过,1.0,2639.04,M,G0_0846,G0_0384,,
G1_0497,通过,1.0,2946.42,F,G0_1923,G0_1316,,
G1_0498,通过,1.0,3211.875,F,G0_1356,G0_0996,,
G1_0499,通过,1.0,3074.534,F,G0_1318,G0_0615,,
G1_0500,通过,1.0,3023.541,F,G0_0914,G0_0874,,
G1_0501,通过,1.0,2852.018,M,G0_1315,G0_0202,,
G1_0502,通过,1.0,2962.685,F,G0_0517,G0_1294,,
G1_0503,通过,1.0,3095.641,M,G0_1510,G0_0661,,
G1_0504,通过,1.0,2684.266,M,G0_1150,G0_0292,,
G1_0505,通过,1.0,3509.669,F,G0_0841,G0_0093,,
G1_0506,通过,1.0,2525.915,F,G0_1157,G0_1686,,
G1_0507,通过,1.0,3063.247,M,G0_1464,G0_0435,,
G1_0508,拦截,1.0,3008.554,M,G0_1157,G0_0189,DUP_GENO_REF|PED_MENDEL,与登记父本 G0_1157 对立纯合率 6.98%（5000 个可比位点）> 阈值 1%；与登记母本 G0_0189 对立纯合率 9.24%（5000 个可比位点）> 阈值 1%；与参考群个体 G0_0068 基因型一致率 1.0000 ≥ 0.995，疑似同一样本/串样
G1_0509,通过,1.0,3064.791,M,G0_0826,G0_0869,,
G1_0510,通过,1.0,3173.178,F,G0_1318,G0_1909,,
G1_0511,通过,1.0,2732.446,M,G0_0832,G0_0708,,
G1_0512,通过,1.0,2613.466,M,G0_0766,G0_0811,,
G1_0513,通过,1.0,2646.742,F,G0_0332,G0_0018,,
G1_0514,通过,1.0,3062.133,F,G0_1978,G0_1538,,
G1_0515,通过,1.0,2809.03,M,G0_1597,G0_0191,,
G1_0516,通过,1.0,2898.247,F,G0_0766,G0_0567,,
G1_0517,通过,1.0,2801.805,F,G0_1510,G0_1840,,
G1_0518,通过,1.0,2896.702,M,G0_1356,G0_1739,,
G1_0519,通过,1.0,2730.808,F,G0_1464,G0_1182,,
G1_0520,通过,1.0,2703.942,F,G0_1051,G0_1632,,
G1_0521,通过,1.0,3044.848,M,G0_0517,G0_1294,,
G1_0522,通过,1.0,2589.473,F,G0_0523,G0_0912,,
G1_0523,通过,1.0,3168.507,M,G0_1683,G0_1120,,
G1_0524,通过,1.0,2802.596,F,G0_1061,G0_0822,,
G1_0525,通过,1.0,2984.911,M,G0_0235,G0_1279,,
G1_0526,通过,1.0,2467.855,F,G0_0198,G0_1129,,
G1_0527,通过,1.0,3055.969,F,G0_0523,G0_0800,,
G1_0528,通过,1.0,3070.944,F,G0_1419,G0_0101,,
G1_0529,通过,1.0,3306.521,M,G0_1315,G0_1924,,
G1_0530,通过,1.0,2994.686,F,G0_1150,G0_0934,,
