idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
361,G1_0379,F,G0_0120,G0_0116,6.299,18.6,-,-
242,G1_0256,F,G0_0766,G0_0811,6.07,18.4,携带,-
216,G1_0229,F,G0_1923,G0_1316,5.979,18.2,-,-
323,G1_0341,F,G0_0332,G0_1333,5.937,18.0,-,-
451,G1_0479,F,G0_1614,G0_1276,5.486,17.8,-,-
229,G1_0243,M,G0_1419,G0_0101,5.215,17.6,-,-
251,G1_0266,F,G0_0342,G0_0580,5.134,17.4,携带,-
377,G1_0397,M,G0_0576,G0_1365,4.927,17.2,-,携带
421,G1_0442,F,G0_1923,G0_1316,4.459,17.0,-,-
87,G1_0094,F,G0_0523,G0_0912,4.435,16.8,-,-
47,G1_0051,M,G0_0628,G0_1926,4.416,16.6,-,-
347,G1_0365,M,G0_0832,G0_0666,3.668,16.4,-,-
257,G1_0272,M,G0_1614,G0_0598,3.305,16.2,-,-
195,G1_0207,F,G0_1510,G0_1840,3.149,16.0,携带,-
230,G1_0244,F,G0_1314,G0_0266,2.983,15.8,-,-
90,G1_0098,F,G0_1150,G0_0687,1.81,15.6,-,-
388,G1_0408,F,G0_0628,G0_1433,1.621,15.4,-,-
382,G1_0402,M,G0_0332,G0_1415,1.494,15.2,-,-
262,G1_0277,M,G0_1315,G0_1305,0.89,15.0,-,携带
144,G1_0153,M,G0_1150,G0_1334,0.346,14.8,-,-
105,G1_0113,M,G0_1051,G0_0381,-0.167,14.6,-,-
457,G1_0485,M,G0_1419,G0_0379,-0.84,14.4,-,-
481,G1_0512,M,G0_0766,G0_0811,-1.466,14.2,-,-
130,G1_0139,M,G0_0523,G0_0507,-2.533,14.0,-,-
37,G1_0041,M,G0_0167,G0_1727,-4.1,13.8,-,-
318,G1_0336,M,G0_0832,G0_0329,-4.126,13.6,-,-
109,G1_0117,M,G0_0846,G0_0263,-4.414,13.4,-,-
192,G1_0204,F,G0_0304,G0_1856,-4.652,13.2,-,-
158,G1_0168,M,G0_0304,G0_1181,-4.677,13.0,-,-
52,G1_0056,F,G0_0846,G0_0384,-6.191,12.8,-,-
172,G1_0182,M,G0_0517,G0_1650,-6.407,12.6,-,-
139,G1_0148,M,G0_1150,G0_0292,-8.579,12.4,-,携带
391,G1_0411,F,G0_0993,G0_0870,-8.966,12.2,-,-
77,G1_0084,M,G0_0235,G0_1279,-12.241,12.0,-,-
181,G1_0191,M,G0_0766,G0_0557,-12.252,11.8,-,-
246,G1_0261,M,G0_0914,G0_0874,-13.794,11.6,-,-
374,G1_0393,F,G0_0766,G0_1491,-17.067,11.4,携带,-
474,G1_0504,M,G0_1150,G0_0292,-19.643,11.2,-,-
140,G1_0149,F,G0_0846,G0_0411,-20.48,11.0,-,-
485,G1_0516,F,G0_0766,G0_0567,-20.498,10.8,携带,-
282,G1_0299,M,G0_0826,G0_1274,-21.329,10.6,-,-
448,G1_0476,M,G0_0304,G0_1856,-22.348,10.4,-,-
425,G1_0448,F,G0_0846,G0_0384,-23.449,10.2,-,-
326,G1_0344,F,G0_0914,G0_0462,-23.735,10.0,携带,-
393,G1_0413,M,G0_0993,G0_1016,-25.268,9.8,-,-
186,G1_0197,M,G0_0628,G0_0331,-25.349,9.6,-,-
436,G1_0461,M,G0_0993,G0_0838,-25.668,9.4,-,-
176,G1_0186,F,G0_0304,G0_1856,-27.146,9.2,-,-
304,G1_0322,F,G0_1614,G0_0673,-27.411,9.0,-,-
207,G1_0219,M,G0_0832,G0_1266,-28.871,8.8,-,-
225,G1_0238,M,G0_0993,G0_1016,-29.583,8.6,-,-
177,G1_0187,F,G0_1051,G0_1632,-29.675,8.4,携带,-
464,G1_0494,M,G0_0235,G0_0073,-30.566,8.2,-,-
295,G1_0312,M,G0_1315,G0_1305,-31.234,8.0,-,-
219,G1_0232,M,G0_1614,G0_1276,-31.377,7.8,-,-
329,G1_0347,F,G0_0628,G0_1241,-31.52,7.6,-,-
35,G1_0037,M,G0_0993,G0_0838,-31.82,7.4,-,-
208,G1_0220,M,G0_0304,G0_0209,-36.238,7.2,-,-
471,G1_0501,M,G0_1315,G0_0202,-43.598,7.0,-,-
16,G1_0017,M,G0_0610,G0_0935,-43.865,6.8,-,-
45,G1_0049,F,G0_0166,G0_1167,-45.418,6.6,-,-
447,G1_0475,F,G0_0993,G0_0870,-47.058,6.4,-,携带
260,G1_0275,F,G0_0628,G0_0331,-48.452,6.2,-,-
135,G1_0144,M,G0_1318,G0_0111,-49.099,6.0,-,-
495,G1_0526,F,G0_0198,G0_1129,-51.995,5.8,-,-
463,G1_0493,M,G0_0628,G0_0331,-54.582,5.6,-,-
53,G1_0057,M,G0_0914,G0_1921,-55.387,5.4,-,-
325,G1_0343,M,G0_1150,G0_0687,-56.232,5.2,携带,-
1,G1_0002,F,G0_1315,G0_0872,-58.971,5.0,-,-
136,G1_0145,M,G0_0576,G0_1197,-63.673,4.8,-,-
215,G1_0228,M,G0_0304,G0_1585,-64.831,4.6,-,-
372,G1_0391,M,G0_1419,G0_1533,-64.906,4.4,-,-
120,G1_0129,M,G0_1419,G0_1301,-65.831,4.2,-,-
79,G1_0086,F,G0_0993,G0_0838,-67.659,4.0,-,-
319,G1_0337,F,G0_0576,G0_1964,-69.623,3.8,-,-
76,G1_0083,M,G0_1419,G0_0379,-69.978,3.6,-,-
237,G1_0251,F,G0_0304,G0_1585,-70.567,3.4,-,-
159,G1_0169,F,G0_1597,G0_0293,-71.8,3.2,-,-
156,G1_0166,F,G0_0832,G0_0666,-72.381,3.0,-,-
300,G1_0317,F,G0_1150,G0_0292,-78.983,2.8,-,-
217,G1_0230,M,G0_0304,G0_1375,-83.689,2.6,-,-
456,G1_0484,F,G0_1510,G0_1595,-90.381,2.4,携带,-
484,G1_0515,M,G0_1597,G0_0191,-94.159,2.2,-,-
294,G1_0311,M,G0_0993,G0_0838,-96.585,2.0,-,-
103,G1_0111,M,G0_0576,G0_1964,-98.537,1.8,携带,-
48,G1_0052,F,G0_0166,G0_1167,-108.389,1.6,-,-
203,G1_0215,F,G0_1464,G0_1897,-110.162,1.4,-,-
110,G1_0118,M,G0_0993,G0_0051,-119.751,1.2,-,-
115,G1_0123,F,G0_0304,G0_1856,-122.684,1.0,-,-
338,G1_0356,M,G0_1597,G0_1892,-130.741,0.8,-,-
293,G1_0310,F,G0_0993,G0_0838,-135.067,0.6,-,-
286,G1_0303,F,G0_0523,G0_0912,-146.358,0.4,-,-
238,G1_0252,M,G0_1150,G0_0292,-164.135,0.2,-,携带
