id,decision,call_rate,bw42_g,sex,sire,dam,reasons,detail
G0_0581,通过,1.0,2362.8,M,,,,
G0_0582,通过,1.0,2669.3,M,,,,
G0_0583,通过,1.0,2868.9,F,,,,
G0_0584,通过,1.0,2512.5,M,,,,
G0_0585,通过,1.0,2713.8,F,,,,
G0_0586,通过,1.0,2903.8,F,,,,
G0_0587,通过,1.0,3085.6,M,,,,
G0_0588,通过,1.0,2506.4,M,,,,
G0_0589,通过,1.0,3051.9,M,,,,
G0_0590,通过,1.0,3160.0,F,,,,
G0_0591,通过,1.0,2849.1,M,,,,
G0_0592,通过,1.0,2462.3,F,,,,
G0_0593,通过,1.0,2714.6,M,,,,
G0_0594,通过,1.0,3103.7,F,,,,
G0_0595,通过,1.0,2889.1,F,,,,
G0_0596,通过,1.0,2935.0,M,,,,
G0_0597,通过,1.0,2632.5,F,,,,
G0_0598,通过,1.0,2919.4,F,,,,
G0_0599,通过,1.0,3252.4,F,,,,
G0_0600,通过,1.0,2757.7,F,,,,
G0_0601,通过,1.0,2917.4,M,,,,
G0_0602,通过,1.0,2448.8,F,,,,
G0_0603,通过,1.0,2356.5,M,,,,
G0_0604,通过,1.0,2481.6,M,,,,
G0_0605,通过,1.0,3144.7,M,,,,
G0_0606,通过,1.0,2705.3,F,,,,
G0_0607,通过,1.0,2941.5,M,,,,
G0_0608,通过,1.0,2665.3,M,,,,
G0_0609,通过,1.0,2597.8,F,,,,
G0_0610,通过,1.0,2672.7,M,,,,
G0_0611,通过,1.0,3029.1,M,,,,
G0_0612,通过,1.0,2199.4,F,,,,
G0_0613,通过,1.0,2502.9,M,,,,
G0_0614,通过,1.0,3038.4,M,,,,
G0_0615,通过,1.0,2905.0,F,,,,
G0_0616,通过,1.0,2530.2,F,,,,
G0_0617,通过,1.0,2694.5,F,,,,
G0_0618,通过,1.0,2720.4,M,,,,
G0_0619,通过,1.0,2152.0,F,,,,
G0_0620,通过,1.0,2815.6,M,,,,
G0_0621,通过,1.0,2838.7,M,,,,
G0_0622,通过,1.0,2777.6,M,,,,
G0_0623,通过,1.0,2688.8,M,,,,
G0_0624,通过,1.0,2796.8,F,,,,
G0_0625,通过,1.0,2024.3,M,,,,
G0_0626,通过,1.0,2719.8,F,,,,
G0_0627,通过,1.0,2709.1,F,,,,
G0_0628,通过,1.0,3023.6,M,,,,
G0_0629,通过,1.0,3379.9,M,,,,
G0_0630,通过,1.0,2782.0,M,,,,
G0_0631,通过,1.0,3214.8,F,,,,
G0_0632,通过,1.0,2900.2,F,,,,
G0_0633,通过,1.0,3180.2,F,,,,
G0_0634,通过,1.0,2998.1,M,,,,
G0_0635,通过,1.0,2648.4,M,,,,
G0_0636,通过,1.0,3185.7,M,,,,
G0_0637,通过,1.0,2844.1,F,,,,
G0_0638,通过,1.0,2373.8,F,,,,
G0_0639,通过,1.0,3025.1,F,,,,
G0_0640,通过,1.0,3435.3,F,,,,
G0_0641,通过,1.0,2923.2,M,,,,
G0_0642,通过,1.0,2866.6,M,,,,
G0_0643,通过,1.0,2574.6,M,,,,
G0_0644,通过,1.0,2576.0,F,,,,
G0_0645,通过,1.0,2595.4,F,,,,
G0_0646,通过,1.0,3002.6,M,,,,
G0_0647,通过,1.0,2696.0,M,,,,
G0_0648,通过,1.0,2762.8,F,,,,
G0_0649,通过,1.0,2979.2,F,,,,
G0_0650,通过,1.0,2999.8,M,,,,
G0_0651,通过,1.0,2648.5,F,,,,
G0_0652,通过,1.0,2782.4,M,,,,
G0_0653,通过,1.0,3035.0,F,,,,
G0_0654,通过,1.0,2658.8,M,,,,
G0_0655,通过,1.0,2914.6,M,,,,
G0_0656,通过,1.0,2967.8,F,,,,
G0_0657,通过,1.0,2978.4,M,,,,
G0_0658,通过,1.0,2459.0,M,,,,
G0_0659,通过,1.0,2801.9,M,,,,
G0_0660,通过,1.0,2588.6,M,,,,
G0_0661,通过,1.0,3173.2,F,,,,
G0_0662,通过,1.0,2899.0,M,,,,
G0_0663,通过,1.0,3219.3,F,,,,
G0_0664,通过,1.0,3246.7,F,,,,
G0_0665,通过,1.0,2480.6,F,,,,
G0_0666,通过,1.0,2947.0,F,,,,
G0_0667,通过,1.0,2826.1,F,,,,
G0_0668,通过,1.0,2496.3,M,,,,
G0_0669,通过,1.0,2459.3,M,,,,
G0_0670,通过,1.0,3123.4,M,,,,
G0_0671,通过,1.0,2552.5,M,,,,
G0_0672,通过,1.0,2727.3,M,,,,
G0_0673,通过,1.0,3226.7,F,,,,
G0_0674,通过,1.0,2567.6,F,,,,
G0_0675,通过,1.0,3029.4,M,,,,
G0_0676,通过,1.0,3276.7,F,,,,
G0_0677,通过,1.0,2904.8,M,,,,
G0_0678,通过,1.0,2597.4,F,,,,
G0_0679,通过,1.0,2290.2,F,,,,
G0_0680,通过,1.0,2671.5,M,,,,
G0_0681,通过,1.0,2411.2,M,,,,
G0_0682,通过,1.0,2684.7,M,,,,
G0_0683,通过,1.0,2609.0,F,,,,
G0_0684,通过,1.0,2641.0,M,,,,
G0_0685,通过,1.0,3194.3,M,,,,
G0_0686,通过,1.0,2927.4,F,,,,
G0_0687,通过,1.0,2927.4,F,,,,
G0_0688,通过,1.0,3088.1,M,,,,
G0_0689,通过,1.0,2498.5,M,,,,
G0_0690,通过,1.0,2490.2,M,,,,
G0_0691,通过,1.0,2550.4,F,,,,
G0_0692,通过,1.0,2669.4,F,,,,
G0_0693,通过,1.0,2551.2,M,,,,
G0_0694,通过,1.0,2832.3,F,,,,
G0_0695,通过,1.0,2609.0,F,,,,
G0_0696,通过,1.0,2458.1,M,,,,
G0_0697,通过,1.0,2476.6,F,,,,
G0_0698,通过,1.0,2934.2,F,,,,
G0_0699,通过,1.0,2799.3,F,,,,
G0_0700,通过,1.0,2938.3,M,,,,
G0_0701,通过,1.0,2724.4,F,,,,
G0_0702,通过,1.0,2969.1,M,,,,
G0_0703,通过,1.0,2917.8,M,,,,
G0_0704,通过,1.0,3334.4,F,,,,
G0_0705,通过,1.0,2691.7,M,,,,
G0_0706,通过,1.0,2660.8,F,,,,
G0_0707,通过,1.0,2860.3,F,,,,
G0_0708,通过,1.0,3172.3,F,,,,
G0_0709,通过,1.0,2960.3,F,,,,
G0_0710,通过,1.0,2818.6,M,,,,
G0_0711,通过,1.0,2837.5,F,,,,
G0_0712,通过,1.0,3178.8,F,,,,
G0_0713,通过,1.0,2774.8,F,,,,
G0_0714,通过,1.0,2632.4,F,,,,
G0_0715,通过,1.0,2829.1,F,,,,
G0_0716,通过,1.0,2762.5,M,,,,
G0_0717,通过,1.0,2816.0,F,,,,
G0_0718,通过,1.0,2689.5,M,,,,
G0_0719,通过,1.0,3342.2,M,,,,
G0_0720,通过,1.0,2971.6,M,,,,
G0_0721,通过,1.0,2910.3,M,,,,
G0_0722,通过,1.0,3088.1,F,,,,
G0_0723,通过,1.0,2674.0,M,,,,
G0_0724,通过,1.0,2174.6,F,,,,
G0_0725,通过,1.0,3009.9,M,,,,
G0_0726,通过,1.0,2715.8,F,,,,
G0_0727,通过,1.0,2942.1,F,,,,
G0_0728,通过,1.0,2444.5,M,,,,
G0_0729,通过,1.0,3367.5,M,,,,
G0_0730,通过,1.0,2890.4,F,,,,
G0_0731,通过,1.0,3012.3,F,,,,
G0_0732,通过,1.0,2746.2,M,,,,
G0_0733,通过,1.0,2492.0,M,,,,
G0_0734,通过,1.0,2991.4,F,,,,
G0_0735,通过,1.0,3033.6,F,,,,
G0_0736,通过,1.0,2865.1,M,,,,
G0_0737,通过,1.0,2738.6,F,,,,
G0_0738,通过,1.0,2679.1,F,,,,
G0_0739,通过,1.0,3166.4,M,,,,
G0_0740,通过,1.0,2577.7,F,,,,
G0_0741,通过,1.0,2907.7,F,,,,
G0_0742,通过,1.0,2763.7,M,,,,
G0_0743,通过,1.0,2512.2,M,,,,
G0_0744,通过,1.0,2603.6,M,,,,
G0_0745,通过,1.0,2976.9,F,,,,
G0_0746,通过,1.0,3130.1,F,,,,
G0_0747,通过,1.0,2641.3,M,,,,
G0_0748,通过,1.0,3129.4,M,,,,
G0_0749,通过,1.0,2749.6,F,,,,
G0_0750,通过,1.0,2365.4,F,,,,
G0_0751,通过,1.0,2937.8,M,,,,
G0_0752,通过,1.0,2776.5,F,,,,
G0_0753,通过,1.0,2931.4,M,,,,
G0_0754,通过,1.0,2751.0,M,,,,
G0_0755,通过,1.0,2992.1,F,,,,
G0_0756,通过,1.0,2941.8,M,,,,
G0_0757,通过,1.0,3025.8,M,,,,
G0_0758,通过,1.0,2910.2,F,,,,
G0_0759,通过,1.0,2684.5,F,,,,
G0_0760,通过,1.0,2618.3,F,,,,
G0_0761,通过,1.0,2954.8,F,,,,
G0_0762,通过,1.0,3319.8,F,,,,
G0_0763,通过,1.0,3041.7,M,,,,
G0_0764,通过,1.0,2826.8,F,,,,
G0_0765,通过,1.0,2716.0,M,,,,
G0_0766,通过,1.0,2667.3,M,,,,
G0_0767,通过,1.0,2726.8,M,,,,
G0_0768,通过,1.0,3130.0,F,,,,
G0_0769,通过,1.0,3080.5,M,,,,
G0_0770,通过,1.0,2595.7,F,,,,
G0_0771,通过,1.0,3420.8,M,,,,
G0_0772,通过,1.0,2842.9,F,,,,
G0_0773,通过,1.0,2949.2,M,,,,
G0_0774,通过,1.0,2385.5,F,,,,
G0_0775,通过,1.0,2699.5,F,,,,
G0_0776,通过,1.0,3034.0,M,,,,
G0_0777,通过,1.0,2514.6,F,,,,
G0_0778,通过,1.0,2670.1,M,,,,
G0_0779,通过,1.0,2591.7,F,,,,
G0_0780,通过,1.0,3260.1,F,,,,
G0_0781,通过,1.0,2784.3,M,,,,
G0_0782,通过,1.0,2548.4,M,,,,
G0_0783,通过,1.0,2675.6,M,,,,
G0_0784,通过,1.0,2476.2,F,,,,
G0_0785,通过,1.0,2557.1,M,,,,
G0_0786,通过,1.0,2438.0,M,,,,
G0_0787,通过,1.0,2651.9,F,,,,
G0_0788,通过,1.0,2816.1,F,,,,
G0_0789,通过,1.0,2647.8,M,,,,
G0_0790,通过,1.0,2479.7,F,,,,
G0_0791,通过,1.0,3061.2,M,,,,
G0_0792,通过,1.0,2831.0,F,,,,
G0_0793,通过,1.0,2649.5,F,,,,
G0_0794,通过,1.0,2942.7,M,,,,
G0_0795,通过,1.0,2730.5,M,,,,
G0_0796,通过,1.0,2616.8,F,,,,
G0_0797,通过,1.0,2516.4,F,,,,
G0_0798,通过,1.0,3170.7,M,,,,
G0_0799,通过,1.0,2659.8,F,,,,
G0_0800,通过,1.0,2870.0,F,,,,
G0_0801,通过,1.0,2754.3,M,,,,
G0_0802,通过,1.0,2465.1,F,,,,
G0_0803,通过,1.0,2777.8,M,,,,
G0_0804,通过,1.0,2898.7,F,,,,
G0_0805,通过,1.0,2515.4,F,,,,
G0_0806,通过,1.0,3128.6,M,,,,
G0_0807,通过,1.0,2814.8,M,,,,
G0_0808,通过,1.0,2960.2,M,,,,
G0_0809,通过,1.0,3182.2,M,,,,
G0_0810,通过,1.0,2952.7,M,,,,
G0_0811,通过,1.0,3195.5,F,,,,
G0_0812,通过,1.0,2681.1,F,,,,
G0_0813,通过,1.0,2911.7,F,,,,
G0_0814,通过,1.0,2995.8,M,,,,
G0_0815,通过,1.0,2189.2,M,,,,
G0_0816,通过,1.0,2531.8,F,,,,
G0_0817,通过,1.0,3024.3,M,,,,
G0_0818,通过,1.0,2829.3,F,,,,
G0_0819,通过,1.0,3024.4,F,,,,
G0_0820,通过,1.0,2640.0,F,,,,
G0_0821,通过,1.0,2426.8,M,,,,
G0_0822,通过,1.0,2794.7,F,,,,
G0_0823,通过,1.0,2584.0,F,,,,
G0_0824,通过,1.0,3033.1,M,,,,
G0_0825,通过,1.0,2899.7,F,,,,
G0_0826,通过,1.0,2953.9,M,,,,
G0_0827,通过,1.0,2961.0,M,,,,
G0_0828,通过,1.0,2961.3,M,,,,
G0_0829,通过,1.0,2703.2,F,,,,
G0_0830,通过,1.0,2641.8,F,,,,
G0_0831,通过,1.0,2424.7,F,,,,
G0_0832,通过,1.0,3074.3,M,,,,
G0_0833,通过,1.0,2941.7,F,,,,
G0_0834,通过,1.0,3133.4,M,,,,
G0_0835,通过,1.0,2842.9,F,,,,
G0_0836,通过,1.0,2534.7,F,,,,
G0_0837,通过,1.0,2607.9,M,,,,
G0_0838,通过,1.0,2954.0,F,,,,
G0_0839,通过,1.0,3374.2,F,,,,
G0_0840,通过,1.0,3275.2,M,,,,
G0_0841,通过,1.0,3064.5,M,,,,
G0_0842,通过,1.0,2811.2,F,,,,
G0_0843,通过,1.0,2790.1,F,,,,
G0_0844,通过,1.0,2798.6,M,,,,
G0_0845,通过,1.0,2902.2,M,,,,
G0_0846,通过,1.0,2655.6,M,,,,
G0_0847,通过,1.0,2694.6,M,,,,
G0_0848,通过,1.0,3135.8,F,,,,
G0_0849,通过,1.0,3053.0,F,,,,
G0_0850,通过,1.0,2500.7,M,,,,
G0_0851,通过,1.0,2388.8,M,,,,
G0_0852,通过,1.0,2597.7,F,,,,
G0_0853,通过,1.0,2683.5,F,,,,
G0_0854,通过,1.0,3015.0,M,,,,
G0_0855,通过,1.0,2805.8,F,,,,
G0_0856,通过,1.0,2554.6,M,,,,
G0_0857,通过,1.0,2703.7,M,,,,
G0_0858,通过,1.0,2839.1,M,,,,
G0_0859,通过,1.0,2803.1,F,,,,
G0_0860,通过,1.0,2734.4,F,,,,
G0_0861,通过,1.0,2886.7,M,,,,
G0_0862,通过,1.0,2568.9,M,,,,
G0_0863,通过,1.0,2709.7,M,,,,
G0_0864,通过,1.0,3006.4,F,,,,
G0_0865,通过,1.0,2821.7,M,,,,
G0_0866,通过,1.0,2965.6,M,,,,
G0_0867,通过,1.0,3168.4,M,,,,
G0_0868,通过,1.0,2490.6,F,,,,
G0_0869,通过,1.0,2445.4,F,,,,
G0_0870,通过,1.0,2889.3,F,,,,
G0_0871,通过,1.0,2953.0,F,,,,
G0_0872,通过,1.0,2742.1,F,,,,
G0_0873,通过,1.0,2502.9,M,,,,
G0_0874,通过,1.0,2883.8,F,,,,
G0_0875,通过,1.0,2654.7,M,,,,
G0_0876,通过,1.0,2616.1,F,,,,
G0_0877,通过,1.0,2817.5,F,,,,
G0_0878,通过,1.0,2998.9,M,,,,
G0_0879,通过,1.0,2542.2,M,,,,
G0_0880,通过,1.0,2614.0,F,,,,
G0_0881,通过,1.0,2680.9,M,,,,
G0_0882,通过,1.0,2607.4,F,,,,
G0_0883,通过,1.0,3177.9,F,,,,
G0_0884,通过,1.0,2986.2,M,,,,
G0_0885,通过,1.0,2602.1,M,,,,
G0_0886,通过,1.0,3012.6,F,,,,
G0_0887,通过,1.0,2714.0,F,,,,
G0_0888,通过,1.0,2768.4,M,,,,
G0_0889,通过,1.0,2429.1,F,,,,
G0_0890,通过,1.0,3185.1,M,,,,
G0_0891,通过,1.0,2395.9,F,,,,
G0_0892,通过,1.0,2835.4,F,,,,
G0_0893,通过,1.0,2884.5,F,,,,
G0_0894,通过,1.0,3103.8,M,,,,
G0_0895,通过,1.0,2711.1,F,,,,
G0_0896,通过,1.0,2938.4,F,,,,
G0_0897,通过,1.0,3061.0,F,,,,
G0_0898,通过,1.0,2342.0,F,,,,
G0_0899,通过,1.0,2683.0,M,,,,
G0_0900,通过,1.0,3028.1,M,,,,
G0_0901,通过,1.0,2901.5,M,,,,
G0_0902,通过,1.0,2987.7,M,,,,
G0_0903,通过,1.0,2559.8,F,,,,
G0_0904,通过,1.0,2905.5,F,,,,
G0_0905,通过,1.0,2944.3,M,,,,
G0_0906,通过,1.0,3110.6,F,,,,
G0_0907,通过,1.0,2590.6,M,,,,
G0_0908,通过,1.0,2279.5,M,,,,
G0_0909,通过,1.0,2692.7,M,,,,
G0_0910,通过,1.0,2736.9,F,,,,
G0_0911,通过,1.0,2738.6,F,,,,
G0_0912,通过,1.0,2952.6,F,,,,
G0_0913,通过,1.0,2584.9,F,,,,
G0_0914,通过,1.0,2950.2,M,,,,
G0_0915,通过,1.0,2693.6,F,,,,
G0_0916,通过,1.0,2694.0,F,,,,
G0_0917,通过,1.0,2702.0,F,,,,
G0_0918,通过,1.0,2713.0,F,,,,
G0_0919,通过,1.0,2641.4,M,,,,
G0_0920,通过,1.0,3006.2,M,,,,
G0_0921,通过,1.0,2337.6,F,,,,
G0_0922,通过,1.0,2190.7,F,,,,
G0_0923,通过,1.0,2469.8,F,,,,
G0_0924,通过,1.0,2697.2,M,,,,
G0_0925,通过,1.0,3042.4,M,,,,
G0_0926,通过,1.0,2718.9,M,,,,
G0_0927,通过,1.0,2826.5,M,,,,
G0_0928,通过,1.0,2947.1,M,,,,
G0_0929,通过,1.0,3046.0,F,,,,
G0_0930,通过,1.0,2383.5,F,,,,
G0_0931,通过,1.0,2564.9,F,,,,
G0_0932,通过,1.0,3001.3,F,,,,
G0_0933,通过,1.0,2750.5,F,,,,
G0_0934,通过,1.0,2753.8,F,,,,
G0_0935,通过,1.0,2931.1,F,,,,
G0_0936,通过,1.0,2864.7,F,,,,
G0_0937,通过,1.0,2872.1,M,,,,
G0_0938,通过,1.0,2869.1,M,,,,
G0_0939,通过,1.0,2411.8,F,,,,
G0_0940,通过,1.0,2818.7,F,,,,
G0_0941,通过,1.0,2448.6,M,,,,
G0_0942,通过,1.0,2430.4,F,,,,
G0_0943,通过,1.0,2633.8,F,,,,
G0_0944,通过,1.0,2683.0,F,,,,
G0_0945,通过,1.0,2325.9,F,,,,
G0_0946,通过,1.0,3032.2,M,,,,
G0_0947,通过,1.0,2722.1,F,,,,
G0_0948,通过,1.0,3335.3,M,,,,
G0_0949,通过,1.0,2746.7,F,,,,
G0_0950,通过,1.0,3176.9,F,,,,
G0_0951,通过,1.0,2526.4,F,,,,
G0_0952,通过,1.0,2444.9,F,,,,
G0_0953,通过,1.0,2815.6,F,,,,
G0_0954,通过,1.0,3146.2,F,,,,
G0_0955,通过,1.0,2835.4,M,,,,
G0_0956,通过,1.0,2899.8,M,,,,
G0_0957,通过,1.0,2473.6,F,,,,
G0_0958,通过,1.0,2539.0,F,,,,
G0_0959,通过,1.0,2887.4,M,,,,
G0_0960,通过,1.0,3176.0,M,,,,
G0_0961,通过,1.0,2543.0,M,,,,
G0_0962,通过,1.0,2731.8,F,,,,
G0_0963,通过,1.0,2894.1,F,,,,
G0_0964,通过,1.0,2659.4,M,,,,
G0_0965,通过,1.0,2991.2,M,,,,
G0_0966,通过,1.0,2614.6,M,,,,
G0_0967,通过,1.0,2477.0,F,,,,
G0_0968,通过,1.0,2986.1,F,,,,
G0_0969,通过,1.0,2954.3,M,,,,
G0_0970,通过,1.0,2851.9,M,,,,
G0_0971,通过,1.0,2491.0,M,,,,
G0_0972,通过,1.0,2931.6,M,,,,
G0_0973,通过,1.0,3010.1,F,,,,
G0_0974,通过,1.0,2602.2,F,,,,
G0_0975,通过,1.0,2685.3,M,,,,
G0_0976,通过,1.0,2887.4,F,,,,
G0_0977,通过,1.0,2785.7,M,,,,
G0_0978,通过,1.0,2832.1,M,,,,
G0_0979,通过,1.0,3058.5,F,,,,
G0_0980,通过,1.0,3261.4,F,,,,
G0_0981,通过,1.0,2651.3,M,,,,
G0_0982,通过,1.0,3005.7,M,,,,
G0_0983,通过,1.0,2649.6,F,,,,
G0_0984,通过,1.0,2974.1,M,,,,
G0_0985,通过,1.0,2683.5,F,,,,
G0_0986,通过,1.0,2751.7,F,,,,
G0_0987,通过,1.0,3224.1,M,,,,
G0_0988,通过,1.0,3006.5,M,,,,
G0_0989,通过,1.0,3055.2,F,,,,
G0_0990,通过,1.0,3223.9,M,,,,
G0_0991,通过,1.0,2544.1,F,,,,
G0_0992,通过,1.0,2185.0,F,,,,
G0_0993,通过,1.0,3053.8,M,,,,
G0_0994,通过,1.0,2537.3,F,,,,
G0_0995,通过,1.0,3048.8,F,,,,
G0_0996,通过,1.0,3041.3,F,,,,
G0_0997,通过,1.0,2685.2,M,,,,
G0_0998,通过,1.0,2565.0,F,,,,
G0_0999,通过,1.0,3072.3,F,,,,
G0_1000,通过,1.0,3268.5,M,,,,
G0_1001,通过,1.0,2674.3,F,,,,
G0_1002,通过,1.0,2460.9,F,,,,
G0_1003,通过,1.0,2592.7,M,,,,
G0_1004,通过,1.0,2768.0,M,,,,
G0_1005,通过,1.0,2836.6,M,,,,
G0_1006,通过,1.0,2673.0,F,,,,
G0_1007,通过,1.0,2716.1,M,,,,
G0_1008,通过,1.0,3019.0,M,,,,
G0_1009,通过,1.0,2364.8,M,,,,
G0_1010,通过,1.0,2376.7,M,,,,
G0_1011,通过,1.0,2527.5,M,,,,
G0_1012,通过,1.0,2645.9,M,,,,
G0_1013,通过,1.0,2816.4,F,,,,
G0_1014,通过,1.0,3361.7,F,,,,
G0_1015,通过,1.0,2886.4,F,,,,
G0_1016,通过,1.0,2983.2,F,,,,
G0_1017,通过,1.0,2712.5,F,,,,
G0_1018,通过,1.0,3026.6,F,,,,
G0_1019,通过,1.0,3198.9,F,,,,
G0_1020,通过,1.0,2890.9,M,,,,
G0_1021,通过,1.0,2636.1,F,,,,
G0_1022,通过,1.0,2993.6,F,,,,
G0_1023,通过,1.0,2528.5,M,,,,
G0_1024,通过,1.0,2765.2,M,,,,
G0_1025,通过,1.0,3052.7,M,,,,
G0_1026,通过,1.0,2743.6,F,,,,
G0_1027,通过,1.0,2644.5,F,,,,
G0_1028,通过,1.0,2432.1,M,,,,
G0_1029,通过,1.0,2613.8,F,,,,
G0_1030,通过,1.0,3000.3,M,,,,
G0_1031,通过,1.0,2566.5,F,,,,
G0_1032,通过,1.0,3195.9,F,,,,
G0_1033,通过,1.0,2564.6,M,,,,
G0_1034,通过,1.0,2835.8,M,,,,
G0_1035,通过,1.0,2321.9,M,,,,
G0_1036,通过,1.0,2888.1,F,,,,
G0_1037,通过,1.0,2231.8,M,,,,
G0_1038,通过,1.0,2547.3,F,,,,
G0_1039,通过,1.0,2986.2,M,,,,
G0_1040,通过,1.0,2787.2,F,,,,
G0_1041,通过,1.0,2700.4,M,,,,
G0_1042,通过,1.0,2932.8,F,,,,
G0_1043,通过,1.0,2577.4,M,,,,
G0_1044,通过,1.0,3247.4,F,,,,
G0_1045,通过,1.0,3143.3,F,,,,
G0_1046,通过,1.0,2855.9,M,,,,
G0_1047,通过,1.0,2826.3,M,,,,
G0_1048,通过,1.0,2879.4,F,,,,
G0_1049,通过,1.0,2434.1,F,,,,
G0_1050,通过,1.0,2841.5,F,,,,
G0_1051,通过,1.0,3053.1,M,,,,
G0_1052,通过,1.0,2966.4,F,,,,
G0_1053,通过,1.0,2639.0,M,,,,
G0_1054,通过,1.0,2707.9,M,,,,
G0_1055,通过,1.0,2846.2,M,,,,
G0_1056,通过,1.0,2492.7,F,,,,
G0_1057,通过,1.0,2823.3,M,,,,
G0_1058,通过,1.0,2814.8,M,,,,
G0_1059,通过,1.0,2768.8,F,,,,
G0_1060,通过,1.0,3054.6,M,,,,
G0_1061,通过,1.0,3015.6,M,,,,
G0_1062,通过,1.0,2305.5,F,,,,
G0_1063,通过,1.0,2936.0,M,,,,
G0_1064,通过,1.0,2856.1,M,,,,
G0_1065,通过,1.0,2702.9,F,,,,
G0_1066,通过,1.0,2691.7,F,,,,
G0_1067,通过,1.0,2594.6,F,,,,
G0_1068,通过,1.0,2586.3,M,,,,
G0_1069,通过,1.0,2970.6,M,,,,
G0_1070,通过,1.0,3220.2,M,,,,
G0_1071,通过,1.0,3272.1,F,,,,
G0_1072,通过,1.0,2422.7,M,,,,
G0_1073,通过,1.0,2967.3,M,,,,
G0_1074,通过,1.0,2617.3,F,,,,
G0_1075,通过,1.0,3054.6,F,,,,
G0_1076,通过,1.0,2890.8,F,,,,
G0_1077,通过,1.0,3095.5,M,,,,
G0_1078,通过,1.0,2793.4,M,,,,
G0_1079,通过,1.0,2419.3,M,,,,
G0_1080,通过,1.0,2946.7,F,,,,
G0_1081,通过,1.0,2957.4,M,,,,
G0_1082,通过,1.0,3105.3,M,,,,
G0_1083,通过,1.0,2571.1,M,,,,
G0_1084,通过,1.0,2566.0,M,,,,
G0_1085,通过,1.0,3141.4,M,,,,
G0_1086,通过,1.0,2938.7,M,,,,
G0_1087,通过,1.0,2764.2,F,,,,
G0_1088,通过,1.0,3239.7,F,,,,
G0_1089,通过,1.0,2439.1,M,,,,
G0_1090,通过,1.0,2826.1,F,,,,
G0_1091,通过,1.0,2820.0,M,,,,
G0_1092,通过,1.0,2745.5,M,,,,
G0_1093,通过,1.0,2647.6,F,,,,
G0_1094,通过,1.0,2825.5,F,,,,
G0_1095,通过,1.0,2906.5,F,,,,
G0_1096,通过,1.0,2935.0,F,,,,
G0_1097,通过,1.0,2740.7,M,,,,
G0_1098,通过,1.0,2900.8,F,,,,
G0_1099,通过,1.0,2797.3,F,,,,
G0_1100,通过,1.0,2519.8,M,,,,
G0_1101,通过,1.0,2777.5,M,,,,
G0_1102,通过,1.0,3100.1,M,,,,
G0_1103,通过,1.0,2859.9,F,,,,
G0_1104,通过,1.0,2314.0,M,,,,
G0_1105,通过,1.0,2765.6,F,,,,
G0_1106,通过,1.0,2818.9,M,,,,
G0_1107,通过,1.0,2758.6,M,,,,
G0_1108,通过,1.0,2870.9,F,,,,
G0_1109,通过,1.0,3097.3,F,,,,
G0_1110,通过,1.0,3032.4,M,,,,
G0_1111,通过,1.0,2808.0,F,,,,
G0_1112,通过,1.0,2591.6,F,,,,
G0_1113,通过,1.0,2663.2,M,,,,
G0_1114,通过,1.0,2711.7,M,,,,
G0_1115,通过,1.0,2647.9,F,,,,
G0_1116,通过,1.0,3100.9,M,,,,
G0_1117,通过,1.0,2671.9,M,,,,
G0_1118,通过,1.0,2860.0,F,,,,
G0_1119,通过,1.0,2723.8,F,,,,
G0_1120,通过,1.0,3206.5,F,,,,
G0_1121,通过,1.0,2798.9,M,,,,
G0_1122,通过,1.0,2686.6,M,,,,
G0_1123,通过,1.0,2962.6,F,,,,
G0_1124,通过,1.0,2919.2,M,,,,
G0_1125,通过,1.0,2546.4,F,,,,
G0_1126,通过,1.0,2899.3,F,,,,
G0_1127,通过,1.0,2741.1,M,,,,
G0_1128,通过,1.0,2630.2,F,,,,
G0_1129,通过,1.0,2751.5,F,,,,
G0_1130,通过,1.0,3240.4,F,,,,
G0_1131,通过,1.0,3011.6,M,,,,
G0_1132,通过,1.0,3064.7,M,,,,
G0_1133,通过,1.0,2723.5,F,,,,
G0_1134,通过,1.0,2589.9,M,,,,
G0_1135,通过,1.0,2741.0,F,,,,
G0_1136,通过,1.0,2917.1,F,,,,
G0_1137,通过,1.0,2758.6,M,,,,
G0_1138,通过,1.0,2739.2,F,,,,
G0_1139,通过,1.0,2785.7,M,,,,
G0_1140,通过,1.0,2946.3,F,,,,
G0_1141,通过,1.0,3034.8,M,,,,
G0_1142,通过,1.0,2604.9,F,,,,
G0_1143,通过,1.0,2358.7,M,,,,
G0_1144,通过,1.0,2673.3,F,,,,
G0_1145,通过,1.0,2963.2,M,,,,
G0_1146,通过,1.0,3033.7,F,,,,
G0_1147,通过,1.0,2849.8,F,,,,
G0_1148,通过,1.0,2887.0,M,,,,
G0_1149,通过,1.0,2564.0,F,,,,
G0_1150,通过,1.0,2987.6,M,,,,
G0_1151,通过,1.0,2765.6,M,,,,
G0_1152,通过,1.0,2892.1,M,,,,
G0_1153,通过,1.0,2802.9,F,,,,
G0_1154,通过,1.0,2652.7,M,,,,
G0_1155,通过,1.0,3015.8,M,,,,
G0_1156,通过,1.0,3161.1,F,,,,
G0_1157,通过,1.0,2929.9,M,,,,
G0_1158,通过,1.0,2996.7,M,,,,
G0_1159,通过,1.0,2885.6,F,,,,
G0_1160,通过,1.0,2531.0,M,,,,
G0_1161,通过,1.0,2746.2,F,,,,
G0_1162,通过,1.0,2426.4,F,,,,
