idx,id,sex,sire,dam,gebv,gebv_percentile,carrier_LR1,carrier_LR2
102,G0_0103,M,,,54.318,71.8,-,携带
337,G0_0338,M,,,54.258,71.8,-,-
314,G0_0315,M,,,54.248,71.8,-,-
280,G0_0281,M,,,54.243,71.7,-,携带
1334,G0_1335,M,,,54.199,71.6,-,-
54,G0_0055,F,,,54.173,71.6,-,-
1472,G0_1473,F,,,53.951,71.6,-,-
597,G0_0598,F,,,53.86,71.5,-,-
1868,G0_1869,M,,,53.381,71.4,-,-
1473,G0_1474,F,,,53.278,71.4,-,-
1488,G0_1489,M,,,53.136,71.4,-,携带
708,G0_0709,F,,,52.603,71.3,-,-
169,G0_0170,M,,,52.198,71.2,-,-
986,G0_0987,M,,,51.982,71.2,-,携带
1164,G0_1165,M,,,51.979,71.2,-,-
1087,G0_1088,F,,,51.94,71.1,-,-
969,G0_0970,M,,,51.68,71.0,-,-
1942,G0_1943,F,,,51.583,71.0,-,-
1584,G0_1585,F,,,51.355,71.0,-,-
1806,G0_1807,M,,,51.311,70.9,-,-
427,G0_0428,F,,,51.259,70.8,-,-
70,G0_0071,M,,,50.921,70.8,-,-
1288,G0_1289,M,,,50.821,70.8,-,-
936,G0_0937,M,,,50.578,70.7,-,-
1155,G0_1156,F,,,50.416,70.6,-,-
1781,G0_1782,M,,,50.323,70.6,-,-
765,G0_0766,M,,,49.964,70.6,携带,-
165,G0_0166,M,,,49.936,70.5,-,-
1509,G0_1510,M,,,49.726,70.4,携带,-
113,G0_0114,M,,,49.575,70.4,-,-
1128,G0_1129,F,,,49.373,70.4,-,-
1502,G0_1503,M,,,49.113,70.3,-,-
1242,G0_1243,M,,,49.085,70.2,-,携带
1891,G0_1892,F,,,48.891,70.2,-,-
561,G0_0562,F,,,48.868,70.2,携带,携带
1501,G0_1502,M,,,48.823,70.1,-,-
1296,G0_1297,F,,,48.729,70.0,-,-
16,G0_0017,M,,,48.722,70.0,-,-
1476,G0_1477,F,,,48.69,70.0,-,携带
1387,G0_1388,F,,,48.681,69.9,-,-
767,G0_0768,F,,,48.62,69.8,-,-
162,G0_0163,F,,,48.563,69.8,-,-
1494,G0_1495,F,,,48.396,69.8,-,-
483,G0_0484,F,,,48.237,69.7,携带,-
1759,G0_1760,F,,,47.978,69.6,-,-
1713,G0_1714,F,,,47.883,69.6,-,-
1127,G0_1128,F,,,47.622,69.6,-,-
1455,G0_1456,F,,,47.569,69.5,-,-
397,G0_0398,M,,,47.422,69.4,-,-
467,G0_0468,M,,,47.121,69.4,-,-
1492,G0_1493,M,,,46.746,69.4,-,-
1145,G0_1146,F,,,46.694,69.3,-,-
1651,G0_1652,F,,,46.451,69.2,-,-
600,G0_0601,M,,,46.406,69.2,-,-
1871,G0_1872,M,,,46.339,69.2,-,-
1431,G0_1432,F,,,46.293,69.1,-,-
623,G0_0624,F,,,46.226,69.0,-,-
737,G0_0738,F,,,46.117,69.0,-,携带
258,G0_0259,M,,,46.101,69.0,-,-
189,G0_0190,F,,,46.013,68.9,-,-
782,G0_0783,M,,,45.664,68.8,-,携带
1012,G0_1013,F,,,45.545,68.8,-,-
28,G0_0029,F,,,45.394,68.8,-,-
1507,G0_1508,M,,,45.392,68.7,-,携带
299,G0_0300,M,,,45.335,68.6,-,-
548,G0_0549,F,,,45.187,68.6,-,-
1427,G0_1428,F,,,45.115,68.6,-,-
542,G0_0543,M,,,45.108,68.5,携带,-
0,G0_0001,M,,,44.897,68.4,-,-
1964,G0_1965,F,,,44.871,68.4,-,-
1905,G0_1906,M,,,44.864,68.4,-,-
718,G0_0719,M,,,44.785,68.3,-,-
144,G0_0145,M,,,44.714,68.2,-,-
499,G0_0500,M,,,44.703,68.2,-,-
454,G0_0455,M,,,44.501,68.2,-,携带
36,G0_0037,M,,,44.475,68.1,-,-
196,G0_0197,M,,,44.283,68.0,携带,-
448,G0_0449,F,,,44.168,68.0,-,-
1406,G0_1407,F,,,43.768,67.9,-,-
1782,G0_1783,M,,,43.7,67.9,-,-
643,G0_0644,F,,,43.589,67.8,-,-
154,G0_0155,M,,,43.373,67.8,-,携带
68,G0_0069,M,,,43.355,67.8,-,-
1954,G0_1955,F,,,43.15,67.7,-,-
389,G0_0390,M,,,42.945,67.6,-,-
1069,G0_1070,M,,,42.903,67.6,-,-
326,G0_0327,M,,,42.462,67.6,-,-
1873,G0_1874,M,,,42.329,67.5,携带,-
1493,G0_1494,M,,,42.317,67.4,-,-
1895,G0_1896,M,,,42.153,67.4,-,-
211,G0_0212,F,,,41.927,67.4,-,-
1721,G0_1722,F,,,41.491,67.3,-,-
692,G0_0693,M,,,41.389,67.2,-,-
1797,G0_1798,M,,,41.154,67.2,-,携带
1203,G0_1204,M,,,41.091,67.2,携带,-
1894,G0_1895,M,,,40.966,67.1,携带,-
504,G0_0505,F,,,40.904,67.0,-,-
817,G0_0818,F,,,40.837,67.0,-,-
714,G0_0715,F,,,40.73,66.9,-,-
1434,G0_1435,F,,,40.494,66.9,-,-
497,G0_0498,M,,,40.481,66.8,-,-
282,G0_0283,M,,,40.168,66.8,-,携带
390,G0_0391,F,,,40.165,66.8,-,-
1302,G0_1303,F,,,40.145,66.7,-,-
94,G0_0095,F,,,40.017,66.6,-,-
1987,G0_1988,M,,,39.612,66.6,-,-
79,G0_0080,F,,,39.499,66.6,-,-
1792,G0_1793,M,,,39.401,66.5,-,-
443,G0_0444,M,,,39.22,66.4,-,-
1818,G0_1819,F,,,39.188,66.4,-,-
377,G0_0378,M,,,39.177,66.4,-,携带
1336,G0_1337,F,,,39.026,66.3,-,-
1692,G0_1693,F,,,39.01,66.2,-,-
1639,G0_1640,F,,,38.7,66.2,-,-
233,G0_0234,F,,,38.491,66.2,-,-
1754,G0_1755,F,,,38.4,66.1,-,-
1889,G0_1890,M,,,38.303,66.0,-,-
359,G0_0360,F,,,38.095,66.0,-,-
1606,G0_1607,F,,,37.916,65.9,-,-
1912,G0_1913,M,,,37.72,65.9,-,-
346,G0_0347,F,,,37.663,65.8,携带,-
1807,G0_1808,F,,,37.589,65.8,-,-
122,G0_0123,M,,,37.501,65.8,-,-
21,G0_0022,M,,,37.416,65.7,-,-
1357,G0_1358,M,,,37.235,65.6,-,-
198,G0_0199,M,,,37.228,65.6,-,-
1362,G0_1363,F,,,37.027,65.6,携带,-
1771,G0_1772,M,,,36.961,65.5,-,-
756,G0_0757,M,,,36.796,65.4,-,-
1070,G0_1071,F,,,36.75,65.4,-,-
1256,G0_1257,F,,,36.697,65.4,-,-
170,G0_0171,F,,,36.658,65.3,-,-
604,G0_0605,M,,,36.538,65.2,-,-
885,G0_0886,F,,,36.276,65.2,携带,-
1598,G0_1599,M,,,36.147,65.2,-,携带
1151,G0_1152,M,,,35.991,65.1,-,-
1625,G0_1626,M,,,35.989,65.0,-,-
1829,G0_1830,F,,,35.724,65.0,-,-
2,G0_0003,M,,,35.262,64.9,-,-
981,G0_0982,M,,,34.912,64.9,-,-
1696,G0_1697,F,,,34.755,64.8,-,-
812,G0_0813,F,,,34.64,64.8,-,-
121,G0_0122,M,,,34.421,64.8,-,-
1284,G0_1285,M,,,34.394,64.7,携带,-
1423,G0_1424,M,,,34.379,64.6,-,携带
1690,G0_1691,M,,,34.364,64.6,-,-
1879,G0_1880,F,,,34.165,64.6,-,-
646,G0_0647,M,,,34.072,64.5,-,-
1176,G0_1177,F,,,34.028,64.4,-,-
222,G0_0223,F,,,34.027,64.4,携带,-
1978,G0_1979,M,,,33.918,64.4,-,-
1190,G0_1191,M,,,33.863,64.3,-,携带
1870,G0_1871,M,,,33.762,64.2,携带,-
1815,G0_1816,M,,,33.485,64.2,-,携带
797,G0_0798,M,,,33.483,64.2,携带,-
1784,G0_1785,M,,,33.481,64.1,-,-
540,G0_0541,F,,,33.44,64.0,-,-
923,G0_0924,M,,,33.417,64.0,-,-
584,G0_0585,F,,,33.262,64.0,-,-
1720,G0_1721,M,,,33.059,63.9,携带,-
994,G0_0995,F,,,33.048,63.8,-,-
1169,G0_1170,F,,,32.686,63.8,-,携带
793,G0_0794,M,,,32.559,63.8,-,-
1652,G0_1653,F,,,32.45,63.7,-,-
751,G0_0752,F,,,32.323,63.6,-,-
325,G0_0326,F,,,32.1,63.6,-,-
1582,G0_1583,F,,,32.092,63.6,-,-
1346,G0_1347,M,,,31.832,63.5,携带,-
471,G0_0472,F,,,31.809,63.4,-,-
1352,G0_1353,F,,,31.682,63.4,-,-
73,G0_0074,F,,,31.655,63.4,-,-
1824,G0_1825,M,,,31.476,63.3,-,-
910,G0_0911,F,,,31.409,63.2,-,携带
864,G0_0865,M,,,31.382,63.2,-,-
1107,G0_1108,F,,,31.221,63.2,-,携带
1663,G0_1664,M,,,31.213,63.1,-,-
1062,G0_1063,M,,,31.2,63.0,-,-
1451,G0_1452,F,,,31.039,63.0,-,-
659,G0_0660,M,,,30.986,63.0,-,-
277,G0_0278,F,,,30.684,62.9,-,-
1904,G0_1905,M,,,30.561,62.8,-,携带
1732,G0_1733,F,,,30.208,62.8,-,-
386,G0_0387,M,,,30.109,62.8,-,-
1481,G0_1482,M,,,29.745,62.7,携带,-
1422,G0_1423,F,,,29.519,62.6,携带,-
1664,G0_1665,M,,,29.507,62.6,-,-
874,G0_0875,M,,,29.448,62.6,-,-
892,G0_0893,F,,,29.419,62.5,-,-
1710,G0_1711,F,,,29.388,62.4,-,-
464,G0_0465,M,,,29.361,62.4,-,-
131,G0_0132,M,,,29.228,62.4,-,-
1981,G0_1982,M,,,29.01,62.3,携带,-
1475,G0_1476,F,,,28.965,62.2,-,-
502,G0_0503,F,,,28.95,62.2,-,-
1874,G0_1875,M,,,28.817,62.2,-,-
1512,G0_1513,M,,,28.793,62.1,-,-
1471,G0_1472,M,,,28.627,62.0,-,-
843,G0_0844,M,,,28.611,62.0,-,-
1722,G0_1723,F,,,28.485,62.0,-,-
417,G0_0418,F,,,27.85,61.9,-,-
709,G0_0710,M,,,27.818,61.8,-,-
84,G0_0085,F,,,27.755,61.8,-,-
1972,G0_1973,M,,,27.732,61.8,-,-
1580,G0_1581,M,,,27.602,61.7,-,-
813,G0_0814,M,,,27.512,61.6,-,-
1139,G0_1140,F,,,27.451,61.6,携带,-
1469,G0_1470,M,,,27.112,61.6,-,-
1323,G0_1324,F,,,27.059,61.5,-,-
931,G0_0932,F,,,26.936,61.4,-,-
1361,G0_1362,F,,,26.93,61.4,-,-
451,G0_0452,F,,,26.785,61.4,-,-
141,G0_0142,F,,,26.761,61.2,-,-
1376,G0_1377,M,,,26.761,61.3,-,-
1172,G0_1173,M,,,26.736,61.2,携带,-
550,G0_0551,M,,,26.603,61.2,-,-
1259,G0_1260,M,,,26.265,61.1,携带,携带
446,G0_0447,M,,,26.204,61.0,-,-
255,G0_0256,M,,,26.095,61.0,-,-
1108,G0_1109,F,,,26.011,61.0,-,-
1388,G0_1389,F,,,25.976,60.9,-,-
183,G0_0184,F,,,25.837,60.8,携带,携带
1016,G0_1017,F,,,25.779,60.8,-,-
1708,G0_1709,F,,,25.693,60.8,-,-
1236,G0_1237,F,,,25.678,60.7,携带,-
1629,G0_1630,M,,,25.596,60.6,携带,-
1454,G0_1455,F,,,25.476,60.6,-,-
1654,G0_1655,F,,,25.401,60.6,-,-
440,G0_0441,M,,,25.388,60.5,携带,-
1698,G0_1699,F,,,25.325,60.4,-,-
954,G0_0955,M,,,25.244,60.4,-,-
1930,G0_1931,F,,,25.188,60.4,-,-
759,G0_0760,F,,,25.06,60.3,-,-
1452,G0_1453,F,,,24.984,60.2,-,携带
872,G0_0873,M,,,24.786,60.2,-,携带
1715,G0_1716,F,,,24.703,60.2,-,-
1268,G0_1269,F,,,24.601,60.1,-,-
230,G0_0231,M,,,24.539,60.0,-,携带
1599,G0_1600,M,,,24.537,60.0,-,-
644,G0_0645,F,,,24.39,60.0,-,-
1517,G0_1518,F,,,24.376,59.9,携带,-
368,G0_0369,M,,,24.037,59.8,-,-
1617,G0_1618,M,,,24.021,59.8,-,-
1,G0_0002,F,,,23.966,59.8,-,-
750,G0_0751,M,,,23.581,59.7,-,-
1410,G0_1411,M,,,23.474,59.6,-,-
917,G0_0918,F,,,23.303,59.6,携带,-
726,G0_0727,F,,,23.222,59.6,-,-
29,G0_0030,F,,,23.114,59.5,携带,-
1090,G0_1091,M,,,23.064,59.4,-,-
1694,G0_1695,F,,,22.9,59.4,-,-
1429,G0_1430,F,,,22.553,59.4,-,携带
205,G0_0206,M,,,22.485,59.3,-,-
946,G0_0947,F,,,22.188,59.2,-,-
1158,G0_1159,F,,,22.11,59.2,-,-
621,G0_0622,M,,,21.996,59.2,-,-
1462,G0_1463,F,,,21.88,59.1,-,-
476,G0_0477,F,,,21.864,59.0,-,-
1775,G0_1776,F,,,21.63,59.0,-,携带
856,G0_0857,M,,,21.531,59.0,携带,携带
1083,G0_1084,M,,,21.238,58.9,-,-
1849,G0_1850,F,,,21.238,58.8,-,-
744,G0_0745,F,,,21.005,58.8,-,-
559,G0_0560,F,,,20.817,58.8,-,-
638,G0_0639,F,,,20.679,58.7,-,-
1709,G0_1710,F,,,20.629,58.6,-,携带
1407,G0_1408,F,,,20.405,58.6,-,-
422,G0_0423,F,,,20.137,58.6,-,-
1888,G0_1889,F,,,20.093,58.5,-,-
66,G0_0067,M,,,19.792,58.4,-,-
43,G0_0044,M,,,19.711,58.4,-,-
137,G0_0138,F,,,19.711,58.4,-,-
1936,G0_1937,M,,,19.666,58.3,-,-
757,G0_0758,F,,,19.588,58.2,携带,携带
1801,G0_1802,F,,,19.52,58.2,-,-
1997,G0_1998,F,,,19.491,58.2,-,-
1725,G0_1726,M,,,19.36,58.1,-,-
870,G0_0871,F,,,19.172,58.0,-,-
564,G0_0565,M,,,19.141,58.0,携带,-
905,G0_0906,F,,,18.94,58.0,-,-
1257,G0_1258,M,,,18.921,57.9,-,-
362,G0_0363,M,,,18.81,57.8,-,-
1000,G0_1001,F,,,18.686,57.8,-,-
238,G0_0239,F,,,18.685,57.8,-,-
1850,G0_1851,F,,,18.617,57.7,-,-
1880,G0_1881,M,,,18.57,57.6,-,携带
159,G0_0160,M,,,18.503,57.6,-,携带
625,G0_0626,F,,,18.419,57.6,-,-
484,G0_0485,M,,,18.234,57.5,-,携带
123,G0_0124,F,,,18.093,57.4,-,-
1619,G0_1620,M,,,17.965,57.4,-,-
610,G0_0611,M,,,17.822,57.4,-,-
533,G0_0534,M,,,17.675,57.3,-,-
1348,G0_1349,F,,,17.477,57.2,-,-
1170,G0_1171,F,,,17.051,57.2,-,-
1996,G0_1997,M,,,16.959,57.2,-,-
1955,G0_1956,M,,,16.852,57.1,-,-
437,G0_0438,M,,,16.713,57.0,携带,-
1218,G0_1219,F,,,16.347,57.0,-,-
832,G0_0833,F,,,16.043,57.0,-,携带
1862,G0_1863,F,,,15.985,56.9,-,-
194,G0_0195,F,,,15.925,56.8,-,-
1597,G0_1598,F,,,15.652,56.8,-,-
901,G0_0902,M,,,15.649,56.8,-,-
639,G0_0640,F,,,15.631,56.7,-,-
1007,G0_1008,M,,,15.517,56.6,-,携带
116,G0_0117,F,,,15.374,56.6,-,-
1765,G0_1766,F,,,15.247,56.6,-,-
22,G0_0023,M,,,15.194,56.5,携带,-
1486,G0_1487,M,,,15.104,56.4,-,-
1160,G0_1161,F,,,15.021,56.4,-,-
498,G0_0499,F,,,14.924,56.4,-,携带
792,G0_0793,F,,,14.54,56.3,-,-
803,G0_0804,F,,,14.161,56.2,-,-
1885,G0_1886,M,,,14.071,56.2,-,-
1608,G0_1609,M,,,14.063,56.2,-,-
1066,G0_1067,F,,,14.044,56.1,携带,-
8,G0_0009,F,,,13.7,56.0,-,-
296,G0_0297,M,,,13.656,56.0,携带,-
883,G0_0884,M,,,13.506,56.0,-,-
1148,G0_1149,F,,,13.35,55.9,-,-
965,G0_0966,M,,,13.161,55.8,-,-
161,G0_0162,F,,,13.157,55.8,-,-
48,G0_0049,M,,,12.856,55.8,-,-
1800,G0_1801,M,,,12.78,55.7,-,-
858,G0_0859,F,,,12.713,55.6,-,-
145,G0_0146,F,,,12.606,55.6,携带,-
120,G0_0121,M,,,12.603,55.6,-,-
1834,G0_1835,M,,,12.487,55.5,-,-
927,G0_0928,M,,,12.223,55.4,-,-
1974,G0_1975,M,,,12.189,55.4,-,-
806,G0_0807,M,,,12.151,55.4,-,-
982,G0_0983,F,,,11.908,55.3,-,-
1399,G0_1400,F,,,11.814,55.2,携带,-
668,G0_0669,M,,,11.743,55.2,携带,-
1116,G0_1117,M,,,11.601,55.2,-,-
1237,G0_1238,F,,,11.515,55.1,-,-
324,G0_0325,F,,,11.483,55.0,-,-
976,G0_0977,M,,,11.43,55.0,-,-
899,G0_0900,M,,,11.245,55.0,-,-
1344,G0_1345,M,,,11.037,54.9,-,携带
1970,G0_1971,F,,,10.938,54.8,携带,-
45,G0_0046,M,,,10.871,54.8,-,-
1479,G0_1480,M,,,10.75,54.8,-,-
340,G0_0341,F,,,10.743,54.7,-,-
740,G0_0741,F,,,10.73,54.6,-,-
537,G0_0538,M,,,10.529,54.6,-,-
701,G0_0702,M,,,10.235,54.6,-,-
44,G0_0045,F,,,9.97,54.5,-,-
1863,G0_1864,F,,,9.919,54.4,-,-
1645,G0_1646,M,,,9.913,54.4,-,-
1812,G0_1813,F,,,9.867,54.4,-,-
1442,G0_1443,M,,,9.558,54.3,-,-
648,G0_0649,F,,,9.43,54.2,携带,-
401,G0_0402,M,,,9.251,54.2,-,-
1289,G0_1290,F,,,9.25,54.2,-,-
308,G0_0309,F,,,9.18,54.1,-,-
1610,G0_1611,F,,,9.04,54.0,-,-
1718,G0_1719,M,,,9.021,54.0,-,-
1261,G0_1262,F,,,8.793,54.0,-,-
313,G0_0314,F,,,8.75,53.9,-,-
915,G0_0916,F,,,8.66,53.8,-,-
1498,G0_1499,M,,,8.624,53.8,-,-
1967,G0_1968,M,,,8.57,53.8,-,-
1660,G0_1661,M,,,8.059,53.7,-,携带
382,G0_0383,F,,,8.001,53.6,-,-
606,G0_0607,M,,,7.822,53.6,-,-
243,G0_0244,M,,,7.742,53.6,-,-
1741,G0_1742,F,,,7.538,53.5,携带,-
1249,G0_1250,M,,,7.077,53.4,-,携带
505,G0_0506,F,,,7.047,53.4,携带,-
985,G0_0986,F,,,6.889,53.4,-,-
1208,G0_1209,M,,,6.776,53.3,-,-
1653,G0_1654,M,,,6.605,53.2,-,-
332,G0_0333,M,,,6.597,53.2,-,-
1059,G0_1060,M,,,6.558,53.2,-,携带
1111,G0_1112,F,,,6.545,53.1,携带,-
1207,G0_1208,M,,,6.494,53.0,-,携带
746,G0_0747,M,,,6.363,53.0,-,-
929,G0_0930,F,,,6.311,53.0,-,-
1547,G0_1548,F,,,6.165,52.9,-,-
741,G0_0742,M,,,6.153,52.8,-,-
545,G0_0546,M,,,6.101,52.8,-,-
1550,G0_1551,M,,,6.047,52.8,携带,-
1736,G0_1737,M,,,6.004,52.7,-,-
1809,G0_1810,F,,,5.824,52.6,-,-
126,G0_0127,M,,,5.688,52.6,-,-
353,G0_0354,M,,,5.622,52.6,-,-
585,G0_0586,F,,,5.515,52.5,-,-
568,G0_0569,M,,,5.459,52.4,-,-
13,G0_0014,M,,,5.424,52.4,-,-
629,G0_0630,M,,,5.365,52.4,-,携带
1706,G0_1707,M,,,5.306,52.3,-,-
1126,G0_1127,M,,,5.262,52.2,-,-
1620,G0_1621,F,,,5.237,52.2,-,-
1640,G0_1641,F,,,5.108,52.2,-,-
671,G0_0672,M,,,5.065,52.1,-,-
641,G0_0642,M,,,4.65,52.0,-,-
1024,G0_1025,M,,,4.526,52.0,-,-
1522,G0_1523,M,,,4.437,52.0,-,-
1983,G0_1984,M,,,4.405,51.9,-,携带
1939,G0_1940,F,,,4.296,51.8,-,携带
1791,G0_1792,F,,,4.095,51.8,携带,-
74,G0_0075,M,,,3.444,51.8,-,-
1104,G0_1105,F,,,3.016,51.7,-,-
1783,G0_1784,M,,,2.959,51.6,携带,-
1377,G0_1378,F,,,2.916,51.6,-,-
1998,G0_1999,M,,,2.816,51.6,-,-
1032,G0_1033,M,,,2.729,51.5,-,-
492,G0_0493,F,,,2.686,51.4,-,-
945,G0_0946,M,,,2.635,51.4,-,-
14,G0_0015,F,,,2.538,51.4,-,-
46,G0_0047,F,,,1.993,51.3,-,-
877,G0_0878,M,,,1.843,51.2,-,携带
1917,G0_1918,M,,,1.745,51.2,-,-
909,G0_0910,F,,,1.675,51.2,-,-
158,G0_0159,M,,,1.567,51.1,携带,-
287,G0_0288,M,,,1.499,51.0,-,-
426,G0_0427,F,,,1.313,51.0,-,-
720,G0_0721,M,,,1.278,50.9,-,-
572,G0_0573,M,,,1.232,50.9,-,-
1693,G0_1694,F,,,1.188,50.8,-,-
914,G0_0915,F,,,1.135,50.8,-,携带
1029,G0_1030,M,,,0.974,50.8,-,-
546,G0_0547,M,,,0.69,50.7,-,-
1211,G0_1212,M,,,0.491,50.6,-,携带
459,G0_0460,M,,,0.43,50.6,-,-
1496,G0_1497,M,,,0.319,50.6,-,-
948,G0_0949,F,,,0.309,50.5,-,-
1051,G0_1052,F,,,0.186,50.4,-,-
1811,G0_1812,M,,,0.138,50.4,-,携带
526,G0_0527,M,,,0.071,50.3,-,-
335,G0_0336,F,,,0.058,50.3,携带,-
1865,G0_1866,F,,,-0.049,50.2,-,-
1559,G0_1560,M,,,-0.052,50.2,-,-
955,G0_0956,M,,,-0.17,50.2,-,-
268,G0_0269,M,,,-0.181,50.1,-,-
1286,G0_1287,M,,,-0.206,50.0,携带,-
352,G0_0353,F,,,-0.267,50.0,-,-
1385,G0_1386,F,,,-0.284,49.9,-,-
598,G0_0599,F,,,-0.325,49.9,-,-
1040,G0_1041,M,,,-0.669,49.8,-,-
1075,G0_1076,F,,,-0.754,49.8,-,携带
1627,G0_1628,F,,,-1.18,49.8,-,-
221,G0_0222,F,,,-1.283,49.7,-,-
408,G0_0409,F,,,-1.311,49.6,-,-
1439,G0_1440,F,,,-1.355,49.6,-,-
40,G0_0041,F,,,-1.365,49.6,-,-
400,G0_0401,M,,,-1.63,49.5,-,-
429,G0_0430,M,,,-1.705,49.4,-,-
248,G0_0249,M,,,-1.753,49.4,-,-
1301,G0_1302,F,,,-1.76,49.3,-,携带
433,G0_0434,F,,,-1.84,49.3,-,-
1630,G0_1631,M,,,-1.891,49.2,-,携带
778,G0_0779,F,,,-1.906,49.2,携带,-
1225,G0_1226,F,,,-3.064,49.2,-,-
374,G0_0375,F,,,-3.132,49.1,-,携带
138,G0_0139,M,,,-3.182,49.0,-,-
1453,G0_1454,M,,,-3.314,49.0,-,-
1756,G0_1757,F,,,-3.591,48.9,-,-
1353,G0_1354,M,,,-3.758,48.9,-,-
418,G0_0419,M,,,-3.945,48.8,-,-
731,G0_0732,M,,,-4.038,48.8,-,-
1477,G0_1478,F,,,-4.053,48.8,-,携带
1798,G0_1799,F,,,-4.455,48.7,-,-
142,G0_0143,F,,,-4.578,48.6,-,-
11,G0_0012,F,,,-4.632,48.6,-,-
617,G0_0618,M,,,-4.668,48.6,-,-
65,G0_0066,M,,,-5.259,48.5,-,-
103,G0_0104,F,,,-5.508,48.4,-,-
1760,G0_1761,F,,,-5.546,48.4,携带,-
129,G0_0130,M,,,-5.728,48.3,-,-
535,G0_0536,M,,,-5.884,48.3,-,携带
1632,G0_1633,F,,,-6.272,48.2,携带,携带
599,G0_0600,F,,,-6.463,48.2,携带,携带
814,G0_0815,M,,,-6.484,48.2,-,-
916,G0_0917,F,,,-6.671,48.1,-,-
1245,G0_1246,M,,,-6.713,48.0,-,-
1810,G0_1811,F,,,-6.921,48.0,-,-
444,G0_0445,F,,,-7.032,47.9,-,-
1960,G0_1961,M,,,-7.072,47.9,-,-
1093,G0_1094,F,,,-7.215,47.8,-,-
766,G0_0767,M,,,-7.382,47.8,-,携带
674,G0_0675,M,,,-7.417,47.8,携带,-
1287,G0_1288,M,,,-7.426,47.7,-,-
1546,G0_1547,F,,,-7.65,47.6,-,-
1540,G0_1541,F,,,-7.79,47.6,-,-
82,G0_0083,F,,,-8.032,47.6,携带,-
1369,G0_1370,F,,,-8.131,47.5,携带,-
855,G0_0856,M,,,-8.23,47.4,-,-
594,G0_0595,F,,,-8.251,47.4,-,-
879,G0_0880,F,,,-8.359,47.3,-,-
1491,G0_1492,F,,,-8.415,47.3,-,-
172,G0_0173,M,,,-8.47,47.2,-,-
81,G0_0082,M,,,-8.497,47.2,-,-
904,G0_0905,M,,,-8.775,47.2,-,-
1045,G0_1046,M,,,-8.835,47.1,-,-
1921,G0_1922,F,,,-8.88,47.0,携带,-
173,G0_0174,F,,,-9.062,47.0,-,-
132,G0_0133,M,,,-9.231,46.9,-,-
1773,G0_1774,M,,,-9.351,46.9,-,-
1142,G0_1143,M,,,-9.442,46.8,-,-
1004,G0_1005,M,,,-9.467,46.8,携带,-
558,G0_0559,M,,,-9.576,46.8,-,-
509,G0_0510,F,,,-9.758,46.7,-,-
886,G0_0887,F,,,-9.76,46.6,-,-
1026,G0_1027,F,,,-9.781,46.6,-,-
846,G0_0847,M,,,-10.013,46.6,-,-
1232,G0_1233,M,,,-10.257,46.5,-,-
1011,G0_1012,M,,,-10.27,46.4,-,-
894,G0_0895,F,,,-10.813,46.4,-,-
1077,G0_1078,M,,,-11.063,46.3,-,-
696,G0_0697,F,,,-11.237,46.3,-,-
32,G0_0033,M,,,-11.28,46.2,-,携带
1358,G0_1359,F,,,-11.371,46.2,-,-
1171,G0_1172,M,,,-11.42,46.2,-,-
391,G0_0392,F,,,-11.46,46.1,-,-
171,G0_0172,M,,,-11.47,46.0,-,-
414,G0_0415,F,,,-11.51,46.0,携带,-
1883,G0_1884,F,,,-11.618,45.9,-,-
164,G0_0165,F,,,-11.693,45.9,-,-
1623,G0_1624,M,,,-11.901,45.8,-,-
462,G0_0463,M,,,-12.08,45.8,-,-
1229,G0_1230,M,,,-12.123,45.8,-,-
26,G0_0027,M,,,-12.142,45.7,-,-
53,G0_0054,F,,,-12.157,45.6,-,-
232,G0_0233,M,,,-12.263,45.6,-,-
1167,G0_1168,F,,,-12.276,45.6,-,-
181,G0_0182,M,,,-12.574,45.5,-,携带
1767,G0_1768,F,,,-12.63,45.4,-,-
555,G0_0556,M,,,-12.977,45.4,携带,-
1141,G0_1142,F,,,-13.238,45.3,-,-
407,G0_0408,F,,,-13.345,45.3,-,携带
834,G0_0835,F,,,-13.4,45.2,-,-
844,G0_0845,M,,,-13.63,45.2,-,-
1086,G0_1087,F,,,-13.729,45.2,-,携带
1719,G0_1720,M,,,-13.88,45.1,-,-
1572,G0_1573,M,,,-14.107,45.0,-,-
1906,G0_1907,F,,,-14.231,45.0,-,-
1768,G0_1769,F,,,-14.259,44.9,携带,-
962,G0_0963,F,,,-14.273,44.9,-,-
5,G0_0006,M,,,-14.416,44.8,-,-
266,G0_0267,F,,,-14.455,44.8,-,-
1524,G0_1525,F,,,-14.616,44.8,-,-
1536,G0_1537,M,,,-14.71,44.7,-,-
333,G0_0334,F,,,-14.727,44.6,-,-
829,G0_0830,F,,,-14.757,44.6,-,-
108,G0_0109,M,,,-14.819,44.6,-,-
392,G0_0393,F,,,-14.845,44.5,-,-
990,G0_0991,F,,,-14.88,44.4,-,-
787,G0_0788,F,,,-15.15,44.4,携带,-
1067,G0_1068,M,,,-15.171,44.3,携带,-
1226,G0_1227,F,,,-15.889,44.3,-,-
1707,G0_1708,F,,,-16.052,44.2,携带,-
959,G0_0960,M,,,-16.136,44.2,-,-
1274,G0_1275,M,,,-16.27,44.2,-,-
1409,G0_1410,M,,,-16.316,44.1,-,-
1306,G0_1307,M,,,-16.405,44.0,-,-
1412,G0_1413,F,,,-16.408,44.0,-,-
1558,G0_1559,F,,,-16.54,43.9,-,-
